Date,Open,High,Low,Close,Volume,"('Adj Close', 'CTBI')","('Close', 'CTBI')","('High', 'CTBI')","('Low', 'CTBI')","('Open', 'CTBI')","('Volume', 'CTBI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,43.880001068115234,44.380001068115234,43.59000015258789,43.97999954223633,52200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,43.810001373291016,44.130001068115234,42.709999084472656,42.72999954223633,54700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,42.90999984741211,43.38999938964844,42.81999969482422,42.84999847412109,32700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,42.70000076293945,43.31999969482422,42.45000076293945,42.54999923706055,44100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,42.540000915527344,42.540000915527344,41.619998931884766,42.18999862670898,24000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,41.75,41.88999938964844,41.34999847412109,41.540000915527344,30600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,41.31999969482422,42.09999847412109,41.150001525878906,41.65999984741211,31400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,41.36000061035156,41.61000061035156,40.310001373291016,41.16999816894531,37100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,41.650001525878906,41.650001525878906,40.54999923706055,40.81999969482422,27500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,40.5,40.65999984741211,39.95000076293945,40.27999877929688,40400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,39.36000061035156,40.0099983215332,38.9900016784668,39.66999816894531,35400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,39.540000915527344,39.70000076293945,39.20000076293945,39.540000915527344,26900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,39.79999923706055,40.79999923706055,39.380001068115234,40.63999938964844,46700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,40.63999938964844,42.0,40.63999938964844,42.0,44400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,42.150001525878906,42.22999954223633,41.220001220703125,41.290000915527344,40600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,41.650001525878906,42.08000183105469,41.43000030517578,41.68000030517578,30600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,42.130001068115234,42.130001068115234,41.060001373291016,42.06999969482422,54200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,42.5,42.79999923706055,41.86000061035156,41.86000061035156,33000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,41.77000045776367,42.18999862670898,41.43999862670898,42.0,64700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,42.09999847412109,42.310001373291016,41.91999816894531,42.04999923706055,21800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,41.95000076293945,42.16999816894531,41.290000915527344,41.5,88100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,41.5099983215332,41.75,40.09000015258789,41.310001373291016,73500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,41.0,41.619998931884766,40.95000076293945,41.06999969482422,41400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,41.0,41.09999847412109,40.41999816894531,40.43000030517578,50500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,40.20000076293945,40.4900016784668,39.68000030517578,39.91999816894531,51100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,39.86000061035156,39.86000061035156,38.93000030517578,39.34999847412109,52400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,39.27000045776367,39.83000183105469,39.16999816894531,39.540000915527344,39200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,39.52999877929688,40.36000061035156,39.119998931884766,40.130001068115234,48700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,40.25,41.15999984741211,40.25,40.75,55600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,40.08000183105469,40.08000183105469,38.43999862670898,38.93000030517578,79600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,39.290000915527344,39.880001068115234,38.93000030517578,39.59999847412109,44900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,39.93999862670898,41.27999877929688,39.619998931884766,41.18999862670898,48800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,41.11000061035156,41.5,40.84000015258789,41.290000915527344,49600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,41.0,41.63999938964844,40.880001068115234,41.0,52900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,41.0,41.25,40.31999969482422,40.68999862670898,44600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,40.52000045776367,41.0099983215332,39.68000030517578,39.970001220703125,45800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,39.93999862670898,40.33000183105469,39.06999969482422,39.93000030517578,33900.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,39.68000030517578,39.88999938964844,39.13999938964844,39.27999877929688,45000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,39.68999862670898,40.2400016784668,39.5,39.84000015258789,29500.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,39.45000076293945,39.66999816894531,39.130001068115234,39.22999954223633,41900.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,39.970001220703125,40.47999954223633,39.369998931884766,39.7599983215332,59500.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,39.58000183105469,39.7400016784668,38.7400016784668,39.27999877929688,65000.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,39.56999969482422,40.20000076293945,39.45000076293945,39.56999969482422,29000.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,39.29999923706055,40.40999984741211,39.29999923706055,40.36000061035156,108600.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,40.36000061035156,40.900001525878906,39.63999938964844,40.619998931884766,56800.0,,,,,,,,,,
