Date,Open,High,Low,Close,Volume,"('Adj Close', 'DAIO')","('Close', 'DAIO')","('High', 'DAIO')","('Low', 'DAIO')","('Open', 'DAIO')","('Volume', 'DAIO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.9200000762939453,3.240000009536743,2.9200000762939453,3.140000104904175,517200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.180000066757202,3.180000066757202,3.059999942779541,3.0999999046325684,12200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.059999942779541,3.0999999046325684,3.049999952316284,3.0899999141693115,15200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.069999933242798,3.140000104904175,2.900000095367432,2.950000047683716,44700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.9200000762939453,3.0899999141693115,2.9200000762939453,2.9600000381469727,14200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.009999990463257,3.1600000858306885,2.950000047683716,2.990000009536743,9900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.049999952316284,3.0899999141693115,2.9600000381469727,3.049999952316284,27500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.109999895095825,3.109999895095825,2.970000028610229,2.970000028610229,14000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.9600000381469727,3.0,2.900000095367432,2.940000057220459,29600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.970000028610229,2.970000028610229,2.869999885559082,2.890000104904175,22100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.9800000190734863,2.9800000190734863,2.869999885559082,2.880000114440918,17900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.859999895095825,2.9100000858306885,2.859999895095825,2.890000104904175,18100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.890000104904175,2.930000066757202,2.859999895095825,2.890000104904175,46700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.859999895095825,2.940000057220459,2.859999895095825,2.890000104904175,10500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.930000066757202,2.930000066757202,2.8299999237060547,2.8399999141693115,28800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.900000095367432,2.940000057220459,2.8499999046325684,2.890000104904175,7600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.890000104904175,2.950000047683716,2.890000104904175,2.950000047683716,9600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.990000009536743,3.319999933242798,2.970000028610229,3.289999961853028,92200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.25,3.309999942779541,3.109999895095825,3.2300000190734863,10600.0,,,,,,,,,,
