Date,Open,High,Low,Close,Volume,"('Adj Close', 'TPR')","('Close', 'TPR')","('High', 'TPR')","('Low', 'TPR')","('Open', 'TPR')","('Volume', 'TPR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,36.810001373291016,38.47999954223633,36.70000076293945,38.16999816894531,4557800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,37.68000030517578,37.72999954223633,36.75,36.84999847412109,4565200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,36.93999862670898,37.09999847412109,36.720001220703125,36.900001525878906,4147700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,36.790000915527344,37.810001373291016,36.75,37.33000183105469,3550300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,37.290000915527344,38.34999847412109,37.25,38.09000015258789,3209400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,37.56999969482422,37.83000183105469,37.16999816894531,37.459999084472656,2577900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,37.47999954223633,37.66999816894531,37.08000183105469,37.4900016784668,2221500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,37.43999862670898,37.68000030517578,36.9900016784668,37.66999816894531,2322100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,37.790000915527344,38.0,36.33000183105469,36.34000015258789,3908200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,36.0099983215332,36.47999954223633,35.4900016784668,36.470001220703125,2958800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,36.27000045776367,36.290000915527344,35.709999084472656,35.84000015258789,2787900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,36.09999847412109,36.15999984741211,35.2599983215332,35.83000183105469,2382100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,35.880001068115234,36.720001220703125,35.52000045776367,36.63999938964844,3246400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,36.70000076293945,37.52999877929688,36.70000076293945,37.45000076293945,2953400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,37.86000061035156,38.220001220703125,37.459999084472656,37.65999984741211,3831800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,37.970001220703125,38.38999938964844,37.5099983215332,37.540000915527344,2493200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,37.880001068115234,38.369998931884766,37.720001220703125,38.2599983215332,3325600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,39.20000076293945,40.09999847412109,38.88999938964844,38.970001220703125,3756900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,38.900001525878906,39.70000076293945,38.79999923706055,39.650001525878906,2822100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,39.20000076293945,39.59999847412109,39.18999862670898,39.459999084472656,2430300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,39.38999938964844,39.709999084472656,38.709999084472656,38.790000915527344,3230900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,39.040000915527344,40.08000183105469,39.0099983215332,40.02000045776367,3606700.0,,,,,,,,,,
