Date,Open,High,Low,Close,Volume,"('Adj Close', 'DENN')","('Close', 'DENN')","('High', 'DENN')","('Low', 'DENN')","('Open', 'DENN')","('Volume', 'DENN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,10.789999961853027,10.93000030517578,10.75,10.81999969482422,604600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,10.779999732971191,10.800000190734863,10.390000343322754,10.399999618530272,436500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,10.359999656677246,10.5600004196167,10.300000190734863,10.489999771118164,558500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,10.489999771118164,10.68000030517578,10.390000343322754,10.390000343322754,752800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,10.359999656677246,10.850000381469728,10.300000190734863,10.670000076293944,1146800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,10.520000457763672,10.869999885559082,10.5,10.59000015258789,555200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,10.539999961853027,10.6899995803833,10.510000228881836,10.640000343322754,407500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,10.640000343322754,10.6899995803833,10.470000267028809,10.619999885559082,512800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,10.75,10.869999885559082,10.399999618530272,10.43000030517578,596000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,10.369999885559082,10.4399995803833,10.239999771118164,10.329999923706056,514300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,10.199999809265137,10.470000267028809,10.149999618530272,10.449999809265137,438200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,10.510000228881836,10.800000190734863,10.479999542236328,10.779999732971191,571800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,10.850000381469728,10.850000381469728,10.710000038146973,10.739999771118164,739600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,10.93000030517578,10.989999771118164,10.8100004196167,10.949999809265137,600600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,11.0,11.079999923706056,10.739999771118164,10.800000190734863,408000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,10.880000114440918,10.880000114440918,10.649999618530272,10.729999542236328,361700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,10.90999984741211,10.93000030517578,10.75,10.869999885559082,347600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,10.920000076293944,10.970000267028809,10.739999771118164,10.859999656677246,421300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,10.890000343322754,11.15999984741211,10.8100004196167,11.140000343322754,368600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,11.119999885559082,11.119999885559082,10.859999656677246,10.859999656677246,391200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,10.850000381469728,10.970000267028809,10.609999656677246,10.630000114440918,514500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,10.720000267028809,10.880000114440918,10.359999656677246,10.859999656677246,752000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,10.739999771118164,10.739999771118164,10.470000267028809,10.56999969482422,526600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,10.470000267028809,10.470000267028809,10.15999984741211,10.260000228881836,444700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,10.239999771118164,10.390000343322754,10.050000190734863,10.170000076293944,411400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,10.18000030517578,10.329999923706056,10.020000457763672,10.039999961853027,397100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,10.079999923706056,10.300000190734863,10.039999961853027,10.300000190734863,355700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,10.279999732971191,10.380000114440918,10.1899995803833,10.369999885559082,430000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,10.369999885559082,10.529999732971191,10.3100004196167,10.34000015258789,471100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,10.050000190734863,10.130000114440918,9.859999656677246,9.90999984741211,636300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,9.039999961853027,9.529999732971191,8.869999885559082,9.300000190734863,1255900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,9.31999969482422,9.5600004196167,9.300000190734863,9.470000267028809,588900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,9.369999885559082,9.520000457763672,9.279999732971191,9.31999969482422,589300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,9.25,9.399999618530272,9.119999885559082,9.140000343322754,653000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,9.149999618530272,9.31999969482422,9.010000228881836,9.109999656677246,438700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,9.109999656677246,9.229999542236328,9.050000190734863,9.119999885559082,449300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,9.079999923706056,9.31999969482422,9.039999961853027,9.18000030517578,452600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,9.210000038146973,9.289999961853027,9.140000343322754,9.25,672900.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,9.31999969482422,9.399999618530272,9.220000267028809,9.260000228881836,465500.0,,,,,,,,,,
