Date,Open,High,Low,Close,Volume,"('Adj Close', 'EMN')","('Close', 'EMN')","('High', 'EMN')","('Low', 'EMN')","('Open', 'EMN')","('Volume', 'EMN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,89.2300033569336,90.0999984741211,89.01000213623047,89.37999725341797,740700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,88.37000274658203,89.13999938964844,87.37999725341797,88.01000213623047,1055700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,88.11000061035156,88.56999969482422,87.87000274658203,88.30999755859375,764100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,87.97000122070312,89.76000213623047,87.88999938964844,89.19000244140625,1389400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,88.80000305175781,89.11000061035156,88.22000122070312,88.86000061035156,631300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,88.12000274658203,88.5,86.87000274658203,87.80000305175781,526600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,87.05999755859375,87.77999877929688,87.0,87.75,885700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,87.4800033569336,87.58999633789062,86.26000213623047,87.06999969482422,692900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,88.19999694824219,88.29000091552734,86.55000305175781,86.93000030517578,522200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,85.98999786376953,86.41000366210938,85.1500015258789,86.29000091552734,862300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,84.9000015258789,85.87000274658203,84.9000015258789,85.70999908447266,837200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,86.08000183105469,87.0199966430664,85.16999816894531,86.98999786376953,693800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,87.04000091552734,87.12000274658203,86.05000305175781,86.75,883300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,87.0199966430664,87.6500015258789,86.5999984741211,87.38999938964844,691300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,88.06999969482422,88.33000183105469,86.6500015258789,86.66000366210938,1407900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,85.66000366210938,86.18000030517578,83.7699966430664,83.80000305175781,1715100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,84.66000366210938,84.95999908447266,83.48999786376953,84.62000274658203,1606600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,85.4000015258789,85.6500015258789,84.66000366210938,84.91999816894531,918900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,84.66999816894531,85.08999633789062,82.88999938964844,84.02999877929688,2020900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,83.66999816894531,85.25,83.66999816894531,85.08999633789062,1224600.0,,,,,,,,,,
