Date,Open,High,Low,Close,Volume,"('Adj Close', 'GATX')","('Close', 'GATX')","('High', 'GATX')","('Low', 'GATX')","('Open', 'GATX')","('Volume', 'GATX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,119.04000091552734,120.8000030517578,118.51000213623048,120.45999908447266,126500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,118.87999725341795,120.0199966430664,117.86000061035156,118.08999633789062,149800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,118.7699966430664,119.04000091552734,117.94000244140624,118.33000183105467,152000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,117.41000366210938,120.70999908447266,117.41000366210938,118.4499969482422,146500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,118.01000213623048,120.51000213623048,118.01000213623048,120.45999908447266,136100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,118.86000061035156,119.22000122070312,118.2300033569336,118.29000091552734,115700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,117.7300033569336,118.23999786376952,117.2699966430664,118.01000213623048,73400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,117.37000274658205,117.37000274658205,115.75,117.08000183105467,81800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,118.62999725341795,118.62999725341795,116.13999938964844,117.0,76300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,115.75,118.1500015258789,115.69000244140624,117.77999877929688,140900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,116.04000091552734,117.93000030517578,114.77999877929688,116.33999633789062,108600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,116.62999725341795,117.48999786376952,115.88999938964844,116.8000030517578,166100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,117.0999984741211,117.73999786376952,115.27999877929688,117.33000183105467,107200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,118.0,119.66000366210938,117.36000061035156,118.63999938964844,176300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,127.94000244140624,131.86000061035156,124.4000015258789,125.63999938964844,500200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,127.80999755859376,127.80999755859376,123.80999755859376,125.12000274658205,263400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,126.62999725341795,127.36000061035156,125.58000183105467,126.45999908447266,175800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,126.79000091552734,127.5199966430664,125.98999786376952,126.68000030517578,98300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,126.5,128.0399932861328,125.55999755859376,127.7699966430664,178700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,127.02999877929688,128.27999877929688,127.02999877929688,127.23999786376952,100300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,127.2300033569336,127.4000015258789,122.56999969482422,122.6500015258789,198900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,122.73999786376952,123.7699966430664,121.69000244140624,123.18000030517578,140600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,121.5999984741211,123.04000091552734,121.16000366210938,121.9800033569336,108700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,120.51000213623048,124.43000030517578,120.1500015258789,123.16999816894533,224800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,123.12999725341795,124.73999786376952,123.12999725341795,124.68000030517578,113700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,124.9000015258789,125.11000061035156,123.88999938964844,124.44000244140624,115600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,124.44000244140624,126.0500030517578,124.16000366210938,125.73999786376952,92400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,126.0999984741211,127.41000366210938,125.12000274658205,127.27999877929688,141900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,127.44000244140624,129.5500030517578,127.44000244140624,129.4600067138672,176300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,126.62000274658205,127.0,124.1999969482422,125.23999786376952,265900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,126.75,127.0500030517578,124.54000091552734,125.5500030517578,112000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,126.2699966430664,129.44000244140625,126.08000183105467,129.44000244140625,137700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,128.7899932861328,128.7899932861328,126.37999725341795,126.6999969482422,145100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,125.1999969482422,127.02999877929688,125.12000274658205,125.47000122070312,122200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,125.47000122070312,127.31999969482422,125.1500015258789,127.30999755859376,117300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,127.13999938964844,127.7300033569336,125.11000061035156,126.75,139700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,126.6999969482422,127.47000122070312,125.4499969482422,126.66000366210938,119100.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,125.87999725341795,126.94000244140624,125.19000244140624,125.3000030517578,156800.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,126.1500015258789,126.1500015258789,123.83000183105467,124.95999908447266,108500.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,123.83000183105467,126.13999938964844,123.83000183105467,125.19000244140624,96900.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,126.4000015258789,127.1999969482422,125.16999816894533,126.83999633789062,148900.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,126.83000183105467,128.27000427246094,126.2699966430664,127.69000244140624,96300.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,128.07000732421875,129.02999877929688,127.4499969482422,128.19000244140625,110100.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,127.68000030517578,129.97000122070312,127.68000030517578,129.47000122070312,127100.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,130.07000732421875,131.64999389648438,129.6300048828125,130.83999633789062,131900.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,131.64999389648438,132.72999572753906,131.32000732421875,132.58999633789062,108100.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,132.9499969482422,134.97999572753906,132.74000549316406,132.75999450683594,140700.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,131.74000549316406,132.85000610351562,131.24000549316406,132.5399932861328,88400.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,132.25,132.8699951171875,131.10000610351562,131.9199981689453,107400.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,131.80999755859375,133.07000732421875,131.3699951171875,132.7100067138672,109100.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,131.80999755859375,132.35000610351562,130.1699981689453,131.25,129800.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,130.7899932861328,133.36000061035156,130.7899932861328,131.39999389648438,365700.0,,,,,,,,,,
