Date,Open,High,Low,Close,Volume,"('Adj Close', 'KHC')","('Close', 'KHC')","('High', 'KHC')","('Low', 'KHC')","('Open', 'KHC')","('Volume', 'KHC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,37.025001525878906,38.31900024414063,36.97999954223633,38.119998931884766,11647900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,38.244998931884766,38.36000061035156,38.0,38.08000183105469,8913500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,37.970001220703125,38.150001525878906,37.69499969482422,37.77999877929688,7755400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,37.7599983215332,38.1150016784668,37.6349983215332,37.93999862670898,5629900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,37.86000061035156,38.31999969482422,37.81999969482422,38.25,7553800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,38.060001373291016,38.61000061035156,37.882999420166016,38.54999923706055,8108800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,38.470001220703125,38.470001220703125,37.7400016784668,37.88999938964844,7852100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,37.7599983215332,37.84000015258789,37.5,37.58000183105469,7661700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,37.7400016784668,37.81499862670898,37.52000045776367,37.68000030517578,4957700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,37.75,37.790000915527344,37.43000030517578,37.61000061035156,8373600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,37.459999084472656,37.9900016784668,37.43000030517578,37.790000915527344,7680900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,37.77000045776367,37.77000045776367,36.84999847412109,37.0099983215332,10693500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,37.0,37.29999923706055,36.59000015258789,37.08000183105469,8786200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,37.09999847412109,37.09999847412109,36.380001068115234,36.7599983215332,9334500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,36.7400016784668,37.20000076293945,36.400001525878906,37.150001525878906,24754100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,37.150001525878906,37.165000915527344,36.77000045776367,36.81999969482422,6210900.0,,,,,,,,,,
