Date,Open,High,Low,Close,Volume,"('Adj Close', 'RCL')","('Close', 'RCL')","('High', 'RCL')","('Low', 'RCL')","('Open', 'RCL')","('Volume', 'RCL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,127.26000213623048,127.41999816894533,118.95999908447266,120.13999938964844,4642500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,117.5999984741211,119.18000030517578,115.95999908447266,117.4499969482422,3638500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,118.01000213623048,121.1500015258789,117.62999725341795,119.0,2737400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,118.55999755859376,123.11000061035156,118.5,122.6500015258789,2773500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,123.8499984741211,124.73999786376952,122.0999984741211,124.12000274658205,2146700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,122.5500030517578,124.20999908447266,122.3499984741211,123.56999969482422,1347600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,122.75,124.81999969482422,122.27999877929688,123.5999984741211,1440500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,123.5500030517578,123.61000061035156,121.29000091552734,123.41999816894533,1329200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,123.02999877929688,123.30999755859376,119.7699966430664,121.20999908447266,1572100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,119.93000030517578,123.69000244140624,119.2699966430664,122.8000030517578,1888600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,120.97000122070312,123.61000061035156,120.6999969482422,122.41999816894533,1653100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,123.79000091552734,126.61000061035156,122.55999755859376,125.27999877929688,2868000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,126.01000213623048,127.0,123.86000061035156,127.0,2393000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,127.73999786376952,128.25999450683594,125.91999816894533,126.73999786376952,2197500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,126.08999633789062,128.10000610351562,124.81999969482422,125.1999969482422,2306400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,127.22000122070312,127.2300033569336,124.93000030517578,125.48999786376952,1485800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,126.58999633789062,127.75,125.80999755859376,127.70999908447266,1909200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,127.27999877929688,127.54000091552734,123.0500030517578,123.45999908447266,2857900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,123.62999725341795,127.56999969482422,123.58000183105467,127.38999938964844,2587200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,128.0,129.47999572753906,125.81999969482422,126.36000061035156,2317500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,125.81999969482422,129.1199951171875,124.5500030517578,127.5,3840800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,130.25,133.77000427246094,122.3000030517578,126.95999908447266,7838000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,126.20999908447266,126.25,120.3000030517578,123.44000244140624,5004000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,121.9000015258789,123.8000030517578,120.2699966430664,121.20999908447266,3007500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,121.22000122070312,122.20999908447266,119.55999755859376,120.56999969482422,2963800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,121.0199966430664,121.4800033569336,119.37999725341795,119.43000030517578,3007800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,120.23999786376952,123.01000213623048,118.87000274658205,120.97000122070312,3149600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,120.83999633789062,121.0,115.58000183105467,116.97000122070312,4447200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,116.63999938964844,119.08000183105467,116.61000061035156,117.0199966430664,3140800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,115.16999816894533,117.80999755859376,114.48999786376952,116.56999969482422,3045600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,117.62000274658205,118.2300033569336,114.5,116.62999725341795,2598600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,118.05999755859376,120.1500015258789,117.51000213623048,117.80999755859376,2223300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,116.91999816894533,117.55999755859376,115.72000122070312,116.08999633789062,2079200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,115.70999908447266,115.86000061035156,113.0999984741211,115.13999938964844,2265000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,114.51000213623048,115.58000183105467,113.55999755859376,114.9000015258789,1587800.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,123.6500015258789,124.91999816894533,121.2300033569336,122.55999755859376,6059800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,121.22000122070312,123.36000061035156,120.5999984741211,121.91000366210938,2583800.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,122.81999969482422,123.02999877929688,119.4800033569336,119.56999969482422,2612800.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,124.5500030517578,126.69000244140624,122.45999908447266,123.25,3468200.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,121.5199966430664,123.3000030517578,121.18000030517578,122.08999633789062,1957500.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,122.5500030517578,123.44000244140624,121.58999633789062,123.3499984741211,2845000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,123.25,126.47000122070312,122.5,124.26000213623048,2622400.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,125.45999908447266,127.22000122070312,125.12999725341795,125.3000030517578,1973200.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,124.4800033569336,126.95999908447266,124.3000030517578,126.0999984741211,2025800.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,128.0,128.9199981689453,126.25,127.0,1702300.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,128.32000732421875,129.32000732421875,124.23999786376952,124.3499984741211,2351300.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,125.38999938964844,128.32000732421875,125.33000183105467,127.47000122070312,2450500.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,126.86000061035156,128.41000366210938,126.06999969482422,127.8000030517578,2011300.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,128.74000549316406,129.75999450683594,127.19000244140624,129.74000549316406,2493500.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,130.11000061035156,133.08999633789062,130.0,132.11000061035156,3621400.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,132.1999969482422,132.5500030517578,128.60000610351562,128.7100067138672,2406000.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,128.75,130.60000610351562,128.25999450683594,128.9199981689453,2951600.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,129.75999450683594,131.24000549316406,128.1699981689453,128.25999450683594,2786700.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,128.25,129.60000610351562,127.2300033569336,129.41000366210938,1689600.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,129.41000366210938,135.5500030517578,128.99000549316406,135.52999877929688,3017900.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,136.7899932861328,137.44000244140625,134.75,135.7899932861328,2654800.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,135.47999572753906,136.33999633789062,135.1999969482422,136.02000427246094,1561600.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,136.82000732421875,138.30999755859375,135.9499969482422,136.27000427246094,2407000.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,136.8000030517578,137.8800048828125,135.9199981689453,136.8699951171875,2073000.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,136.6999969482422,141.6199951171875,135.50999450683594,139.72000122070312,2821900.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,139.6699981689453,140.27999877929688,136.97999572753906,139.00999450683594,2770000.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,140.11000061035156,140.5800018310547,138.5,140.55999755859375,2214500.0,,,,,,,,,,
