Date,Open,High,Low,Close,Volume,"('Adj Close', 'TGTX')","('Close', 'TGTX')","('High', 'TGTX')","('Low', 'TGTX')","('Open', 'TGTX')","('Volume', 'TGTX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,16.729999542236328,17.3700008392334,16.3799991607666,17.040000915527344,3607400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,16.700000762939453,17.229999542236328,16.440000534057617,16.90999984741211,4648400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,16.860000610351562,18.2450008392334,16.700000762939453,18.020000457763672,5500200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,17.56999969482422,19.799999237060547,17.559999465942383,19.649999618530277,8540000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,19.709999084472656,21.559999465942383,19.709999084472656,21.299999237060547,7150700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,19.549999237060547,21.31999969482422,19.399999618530277,21.01000022888184,7981100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,22.549999237060547,22.670000076293945,16.832000732421875,17.770000457763672,24275500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,17.68000030517578,18.530000686645508,17.149999618530273,17.219999313354492,7296200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,17.219999313354492,17.34000015258789,15.68000030517578,15.770000457763672,8211400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,15.5,15.529999732971191,14.920000076293944,15.15999984741211,6069300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,14.739999771118164,15.3149995803833,14.545000076293944,15.300000190734863,5166500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,15.380000114440918,15.390000343322754,14.869999885559082,15.140000343322754,3177200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,15.170000076293944,15.350000381469728,14.829999923706056,15.06999969482422,3697900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,15.1899995803833,16.2549991607666,15.050000190734863,16.219999313354492,4790200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,16.350000381469727,16.416000366210938,15.4350004196167,15.8100004196167,3881200.0,,,,,,,,,,
