Date,Open,High,Low,Close,Volume,"('Adj Close', 'PCAR')","('Close', 'PCAR')","('High', 'PCAR')","('Low', 'PCAR')","('Open', 'PCAR')","('Volume', 'PCAR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,97.02999877929688,97.87000274658205,96.41000366210938,96.77999877929688,2290600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,96.58999633789062,96.58999633789062,94.45999908447266,94.93000030517578,2835800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,94.41999816894533,94.75,92.69000244140624,93.77999877929688,3393400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,93.43000030517578,94.41000366210938,93.37999725341795,93.58999633789062,1792800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,94.08000183105467,95.8000030517578,93.23999786376952,95.75,2349600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,94.7699966430664,95.08000183105467,93.6999969482422,94.81999969482422,1930200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,94.58999633789062,94.81999969482422,94.02999877929688,94.5999984741211,1446900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,94.66999816894533,95.0500030517578,93.62999725341795,94.5999984741211,1812800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,95.16999816894533,95.4000015258789,93.87999725341795,94.0500030517578,1966100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,93.63999938964844,94.31999969482422,92.95999908447266,94.0500030517578,3323900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,93.72000122070312,94.5999984741211,93.18000030517578,94.08000183105467,2425900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,94.27999877929688,95.5500030517578,94.27999877929688,95.37999725341795,2401500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,95.91000366210938,96.7300033569336,94.80999755859376,96.26000213623048,3234400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,96.33000183105467,97.8000030517578,96.11000061035156,97.08999633789062,2931300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,97.8000030517578,101.30999755859376,96.27999877929688,101.01000213623048,5705600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,101.83000183105467,102.22000122070312,100.01000213623048,100.83000183105467,3385200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,102.20999908447266,103.4000015258789,101.45999908447266,102.01000213623048,2280100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,101.48999786376952,103.3499984741211,101.41000366210938,101.76000213623048,2058100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,101.43000030517578,102.04000091552734,100.66000366210938,101.38999938964844,1833100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,100.63999938964844,102.25,100.4499969482422,101.97000122070312,1713000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,101.9499969482422,102.1999969482422,100.01000213623048,100.38999938964844,2070200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,101.23999786376952,102.2300033569336,100.55999755859376,102.0199966430664,1725100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,101.75,103.5500030517578,101.37999725341795,103.12000274658205,1665100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,102.4000015258789,104.37000274658205,102.1999969482422,104.16000366210938,2589300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,104.62999725341795,105.0,103.62999725341795,104.2300033569336,2120900.0,,,,,,,,,,
