Date,Open,High,Low,Close,Volume,"('Adj Close', 'LPRO')","('Close', 'LPRO')","('High', 'LPRO')","('Low', 'LPRO')","('Open', 'LPRO')","('Volume', 'LPRO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,8.390000343322754,8.699999809265137,8.359999656677246,8.420000076293945,808800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,8.34000015258789,8.380000114440918,8.145000457763672,8.15999984741211,648700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,8.210000038146973,8.210000038146973,7.840000152587891,7.849999904632568,542100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,7.769999980926514,7.909999847412109,7.610000133514404,7.710000038146973,677000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,7.710000038146973,7.920000076293945,7.579999923706055,7.860000133514404,533500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,7.739999771118164,7.829999923706055,7.53000020980835,7.539999961853027,471500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,7.510000228881836,7.630000114440918,7.440000057220459,7.619999885559082,329900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,7.579999923706055,7.630000114440918,7.394999980926514,7.510000228881836,384900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,7.710000038146973,7.789999961853027,7.5,7.519999980926514,465300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,7.440000057220459,7.440000057220459,7.320000171661377,7.349999904632568,307800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,7.139999866485596,7.300000190734863,7.139999866485596,7.300000190734863,572000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,7.400000095367432,7.53000020980835,7.224999904632568,7.320000171661377,288400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,7.369999885559082,7.554999828338623,7.289999961853027,7.5,370000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,7.610000133514404,7.684999942779541,7.534999847412109,7.610000133514404,372300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,7.730000019073486,7.769999980926514,7.670000076293945,7.710000038146973,321700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,7.860000133514404,7.860000133514404,7.53000020980835,7.53000020980835,469600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,7.639999866485596,7.670000076293945,7.545000076293945,7.610000133514404,410600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,7.679999828338623,7.739999771118164,7.440999984741211,7.460000038146973,389200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,7.46999979019165,7.739999771118164,7.440000057220459,7.71999979019165,405000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,7.679999828338623,7.679999828338623,7.440000057220459,7.550000190734863,519800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,7.53000020980835,7.690000057220459,7.329999923706055,7.340000152587891,439600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,7.380000114440918,7.480000019073486,7.065000057220459,7.230000019073486,502600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,7.130000114440918,7.139999866485596,7.010000228881836,7.079999923706055,292500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.96999979019165,6.96999979019165,6.78000020980835,6.78000020980835,257400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,7.460000038146973,7.550000190734863,7.110000133514404,7.349999904632568,496400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,7.340000152587891,7.375,7.039999961853027,7.309999942779541,406700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,7.300000190734863,7.414999961853027,7.179999828338623,7.369999885559082,224800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,7.409999847412109,7.554999828338623,7.409999847412109,7.5,359000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,7.5,7.829999923706055,7.440000057220459,7.760000228881836,423800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,7.449999809265137,7.760000228881836,7.429999828338623,7.659999847412109,611100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,7.769999980926514,7.849999904632568,7.625,7.840000152587891,510800.0,,,,,,,,,,
