Date,Open,High,Low,Close,Volume,"('Adj Close', 'RLMD')","('Close', 'RLMD')","('High', 'RLMD')","('Low', 'RLMD')","('Open', 'RLMD')","('Volume', 'RLMD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.239999771118164,4.409999847412109,3.930000066757202,4.369999885559082,333800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.380000114440918,4.699999809265137,4.159999847412109,4.53000020980835,445300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.5,4.508999824523926,3.059999942779541,3.095000028610229,2798000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.0999999046325684,3.450000047683716,2.9200000762939453,3.319999933242798,638800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.3399999141693115,3.509999990463257,3.25,3.440000057220459,307500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.400000095367432,3.509999990463257,3.305000066757202,3.4200000762939453,230000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.470000028610229,3.625,3.2699999809265137,3.369999885559082,299700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.3399999141693115,3.440000057220459,3.259999990463257,3.309999942779541,226700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.3299999237060547,3.5269999504089355,3.0799999237060547,3.140000104904175,157400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.109999895095825,3.2699999809265137,3.0799999237060547,3.2699999809265137,145200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.200000047683716,3.400000095367432,3.0999999046325684,3.299999952316284,217500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.309999942779541,3.430000066757202,3.259999990463257,3.4100000858306885,96400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.4100000858306885,3.470000028610229,3.3499999046325684,3.440000057220459,86300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.440000057220459,3.7100000381469727,3.440000057220459,3.609999895095825,231100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.609999895095825,3.680000066757202,3.380000114440918,3.4200000762939453,81300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.440000057220459,3.549999952316284,3.319999933242798,3.509999990463257,138700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.5299999713897705,3.650000095367432,3.509999990463257,3.619999885559082,75700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.650000095367432,3.670000076293945,3.5209999084472656,3.630000114440918,71100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.630000114440918,3.7799999713897705,3.549999952316284,3.7200000286102295,191800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.7100000381469727,3.990000009536743,3.619999885559082,3.9800000190734863,269800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.910000085830689,4.190000057220459,3.869999885559082,3.930000066757202,172300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,4.360000133514404,4.71999979019165,4.090000152587891,4.559999942779541,700400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,4.550000190734863,4.840000152587891,4.440000057220459,4.599999904632568,253000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,4.659999847412109,5.170000076293945,4.25,5.039999961853027,724700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,5.25,5.690000057220459,5.110000133514404,5.400000095367432,615500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,5.460000038146973,5.539999961853027,4.989999771118164,5.130000114440918,346600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,5.170000076293945,5.300000190734863,5.050000190734863,5.239999771118164,206000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,5.289999961853027,5.519999980926514,5.210000038146973,5.449999809265137,206400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,5.5,5.650000095367432,5.369999885559082,5.519999980926514,205900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,5.389999866485596,5.409999847412109,5.110000133514404,5.159999847412109,204000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,5.269999980926514,5.920000076293945,5.269999980926514,5.5,356200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,5.449999809265137,5.5,5.010000228881836,5.269999980926514,248600.0,,,,,,,,,,
