Date,Open,High,Low,Close,Volume,"('Adj Close', 'RCKT')","('Close', 'RCKT')","('High', 'RCKT')","('Low', 'RCKT')","('Open', 'RCKT')","('Volume', 'RCKT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,29.530000686645508,30.530000686645508,28.920000076293945,29.5,938800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,29.26000022888184,29.26000022888184,28.21999931335449,28.700000762939453,730500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,28.770000457763672,29.57999992370605,28.424999237060547,28.479999542236328,640200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,28.049999237060547,28.350000381469727,27.399999618530277,28.26000022888184,502700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,28.100000381469727,29.63999938964844,27.489999771118164,29.59000015258789,528200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,29.020000457763672,29.649999618530277,28.600000381469727,29.43000030517578,524700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,29.270000457763672,30.0,28.450000762939453,29.15999984741211,944100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,28.690000534057617,29.18000030517578,28.01000022888184,28.3799991607666,912000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,28.63999938964844,29.89800071716309,28.229999542236328,28.61000061035156,397300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,28.18000030517578,28.540000915527344,27.76000022888184,28.520000457763672,536100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,27.770000457763672,28.114999771118164,27.040000915527344,27.290000915527344,713200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,27.559999465942383,27.559999465942383,26.020000457763672,26.15999984741211,781100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,26.239999771118164,26.86000061035156,25.65999984741211,26.559999465942383,865200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,26.799999237060547,28.280000686645508,26.799999237060547,28.049999237060547,939800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,28.600000381469727,28.649999618530277,27.18000030517578,28.209999084472656,801400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,28.51000022888184,28.57999992370605,27.739999771118164,27.850000381469727,608500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,28.36000061035156,28.65999984741211,27.71999931335449,28.43000030517578,684000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,28.71999931335449,29.790000915527344,27.950000762939453,28.25,463400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,28.270000457763672,29.31999969482422,27.854999542236328,29.1299991607666,459400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,28.920000076293945,29.40999984741211,28.61000061035156,28.959999084472656,618800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,28.88999938964844,29.799999237060547,28.420000076293945,28.729999542236328,640700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,28.84000015258789,29.780000686645508,28.540000915527344,29.18000030517578,364300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,28.65999984741211,29.040000915527344,27.96500015258789,28.549999237060547,962900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,28.049999237060547,28.82999992370605,27.57999992370605,28.63999938964844,671900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,28.739999771118164,29.59499931335449,28.09000015258789,29.059999465942383,692600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,29.059999465942383,29.18000030517578,28.520000457763672,28.90999984741211,467500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,28.93000030517578,29.290000915527344,28.280000686645508,29.26000022888184,511200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,29.59000015258789,29.899999618530277,29.31999969482422,29.5,541000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,29.549999237060547,30.559999465942383,29.40999984741211,29.989999771118164,728900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,28.3799991607666,29.030000686645508,26.989999771118164,28.96999931335449,1794900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,29.61000061035156,29.61000061035156,28.350000381469727,28.899999618530277,667400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,28.8799991607666,30.799999237060547,28.8799991607666,30.520000457763672,755200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,29.959999084472656,30.38999938964844,29.325000762939453,30.01000022888184,583600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,29.5,30.32999992370605,28.100000381469727,28.63999938964844,693100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,28.549999237060547,28.864999771118164,28.165000915527344,28.540000915527344,517500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,28.43000030517578,29.190000534057617,28.190000534057617,29.0,1260000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,29.31999969482422,29.649999618530277,28.899999618530277,29.280000686645508,646500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,29.299999237060547,30.440000534057617,29.229999542236328,29.790000915527344,564300.0,,,,,,,,,,
