Date,Open,High,Low,Close,Volume,"('Adj Close', 'KIDS')","('Close', 'KIDS')","('High', 'KIDS')","('Low', 'KIDS')","('Open', 'KIDS')","('Volume', 'KIDS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,32.36000061035156,33.61000061035156,31.82999992370605,33.0099983215332,130900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,32.619998931884766,32.709999084472656,30.51000022888184,30.709999084472656,163000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,30.86000061035156,32.334999084472656,30.56999969482422,31.149999618530277,168300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,30.809999465942383,31.8799991607666,30.229999542236328,30.309999465942383,211100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,30.520000457763672,30.899999618530277,28.979999542236328,29.8700008392334,352300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,29.280000686645508,30.46999931335449,28.905000686645508,29.940000534057617,205500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,29.739999771118164,30.489999771118164,29.01000022888184,29.459999084472656,199800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,29.25,29.8700008392334,28.26000022888184,29.07999992370605,154600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,29.530000686645508,29.649999618530277,28.450000762939453,28.65999984741211,184400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,28.149999618530277,28.729999542236328,27.63999938964844,28.649999618530277,189800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,27.989999771118164,28.53499984741211,27.8700008392334,28.06999969482422,279900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,28.450000762939453,28.5,27.940000534057617,28.350000381469727,260500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,28.530000686645508,28.920000076293945,27.559999465942383,28.84000015258789,239700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,29.239999771118164,29.979999542236328,28.96999931335449,29.1200008392334,235900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,29.290000915527344,29.34000015258789,27.76000022888184,28.25,192600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,28.770000457763672,28.81999969482422,27.63999938964844,27.940000534057617,173800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,26.309999465942383,27.440000534057617,26.309999465942383,26.63999938964844,456900.0,,,,,,,,,,
