Date,Open,High,Low,Close,Volume,"('Adj Close', 'SON')","('Close', 'SON')","('High', 'SON')","('Low', 'SON')","('Open', 'SON')","('Volume', 'SON')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,55.869998931884766,57.7400016784668,55.869998931884766,56.9900016784668,485400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,56.709999084472656,57.220001220703125,56.27000045776367,56.63999938964844,375600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,56.63999938964844,57.27999877929688,56.459999084472656,56.95000076293945,459900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,56.709999084472656,58.15999984741211,56.650001525878906,58.0,1053100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,57.77000045776367,58.36000061035156,57.59000015258789,58.040000915527344,353200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,57.56999969482422,57.869998931884766,57.290000915527344,57.79999923706055,284400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,57.79999923706055,57.93000030517578,57.16999816894531,57.36000061035156,349400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,57.36000061035156,57.619998931884766,56.90999984741211,57.4900016784668,268700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,57.869998931884766,58.0099983215332,56.79999923706055,56.9900016784668,269000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,56.709999084472656,56.77000045776367,56.0,56.4900016784668,325900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,55.97999954223633,56.34999847412109,55.56999969482422,55.97999954223633,230900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,56.08000183105469,56.93999862670898,55.77000045776367,56.93000030517578,458500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,57.06999969482422,57.61000061035156,56.5,57.36000061035156,388300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,57.34999847412109,58.33000183105469,57.11000061035156,58.290000915527344,497500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,58.720001220703125,58.91999816894531,57.86000061035156,57.970001220703125,466300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,58.18999862670898,58.5099983215332,57.45000076293945,57.52999877929688,285000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,58.209999084472656,58.38999938964844,57.43999862670898,57.88999938964844,298700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,58.18999862670898,58.310001373291016,57.77999877929688,58.310001373291016,253200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,58.08000183105469,58.220001220703125,57.72999954223633,58.119998931884766,317900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,57.93000030517578,58.77999877929688,57.5,58.45000076293945,394500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,58.459999084472656,58.61000061035156,56.869998931884766,56.900001525878906,804000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,57.22999954223633,57.4900016784668,56.79999923706055,57.400001525878906,300300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,56.91999816894531,57.2599983215332,56.2400016784668,56.95000076293945,283300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,56.540000915527344,57.040000915527344,56.22999954223633,56.630001068115234,275400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,56.43999862670898,56.709999084472656,56.209999084472656,56.45000076293945,307400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,56.77999877929688,56.77999877929688,56.13999938964844,56.52999877929688,301900.0,,,,,,,,,,
