Date,Open,High,Low,Close,Volume,"('Adj Close', 'OCFC')","('Close', 'OCFC')","('High', 'OCFC')","('Low', 'OCFC')","('Open', 'OCFC')","('Volume', 'OCFC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,17.0,17.809999465942383,16.59000015258789,17.549999237060547,281400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,17.420000076293945,17.420000076293945,16.829999923706055,16.889999389648438,248100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,16.959999084472656,17.149999618530273,16.950000762939453,16.969999313354492,170600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,17.290000915527344,17.549999237060547,17.110000610351562,17.229999542236328,352400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,17.200000762939453,17.389999389648438,17.020000457763672,17.389999389648438,172500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,17.079999923706055,17.270000457763672,17.010000228881836,17.200000762939453,168900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,17.09000015258789,17.34000015258789,16.899999618530273,17.329999923706055,210300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,17.110000610351562,17.170000076293945,16.729999542236328,17.010000228881836,228600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,17.200000762939453,17.290000915527344,16.6200008392334,16.760000228881836,176000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,16.5,16.639999389648438,16.389999389648438,16.489999771118164,281600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,16.239999771118164,16.579999923706055,16.020000457763672,16.520000457763672,221700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,16.540000915527344,16.760000228881836,16.31999969482422,16.559999465942383,204700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,17.06999969482422,17.610000610351562,16.56999969482422,17.59000015258789,344900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,17.90999984741211,18.270000457763672,17.6299991607666,18.239999771118164,372200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,18.3700008392334,18.459999084472656,17.90999984741211,18.0,375100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,18.170000076293945,18.489999771118164,17.989999771118164,18.030000686645508,253500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,18.309999465942383,18.309999465942383,17.809999465942383,17.899999618530273,283900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,17.920000076293945,18.280000686645508,17.860000610351562,18.170000076293945,220900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,18.15999984741211,18.34000015258789,18.020000457763672,18.32999992370605,158900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,18.200000762939453,18.34000015258789,18.049999237060547,18.049999237060547,162500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,17.639999389648438,18.09000015258789,17.229999542236328,17.229999542236328,454500.0,,,,,,,,,,
