Date,Open,High,Low,Close,Volume,"('Adj Close', 'HLT')","('Close', 'HLT')","('High', 'HLT')","('Low', 'HLT')","('Open', 'HLT')","('Volume', 'HLT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,181.3000030517578,183.42999267578125,179.1999969482422,180.07000732421875,1546700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,179.35000610351562,180.3800048828125,178.4600067138672,178.9199981689453,1476100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,179.92999267578125,180.72999572753903,178.67999267578125,178.75,1211000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,178.22999572753906,181.63999938964844,178.22999572753906,180.5,1406800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,180.67999267578125,182.5399932861328,179.63999938964844,182.1999969482422,1543500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,179.77000427246094,181.92999267578125,179.77000427246094,181.6499938964844,1334700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,181.7100067138672,183.22000122070312,181.6199951171875,182.5200042724609,1230800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,182.72000122070312,183.4199981689453,181.5200042724609,182.1499938964844,1358600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,182.5399932861328,182.8000030517578,180.6199951171875,182.16000366210935,1213500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,181.0,182.63999938964844,180.9600067138672,182.38999938964844,1429200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,181.19000244140625,183.75999450683597,181.19000244140625,183.5200042724609,1090600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,184.19000244140625,186.00999450683597,182.8600006103516,185.7100067138672,1497100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,186.25,187.6000061035156,185.0200042724609,187.3800048828125,1685300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,187.9900054931641,189.83999633789065,187.8500061035156,188.4499969482422,1305100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,188.3500061035156,189.32000732421875,187.0800018310547,187.3800048828125,1342000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,188.42999267578125,189.00999450683597,187.19000244140625,187.57000732421875,1462600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,189.42999267578125,192.0399932861328,189.42999267578125,191.7700042724609,1755300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,191.4900054931641,193.1499938964844,191.0500030517578,192.6300048828125,1677900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,192.4199981689453,193.19000244140625,191.1499938964844,193.1699981689453,1418100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,192.57000732421875,195.1199951171875,192.4900054931641,194.17999267578125,1221000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,194.0,194.00999450683597,190.8000030517578,190.9600067138672,1976500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,191.8000030517578,193.7400054931641,190.25999450683597,193.72000122070312,1541800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,193.6000061035156,196.17999267578125,192.44000244140625,195.00999450683597,1625700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,194.19000244140625,194.3300018310547,192.0,193.6699981689453,1483400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,193.92999267578125,194.8000030517578,191.92999267578125,194.6199951171875,1887900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,192.5,198.1499938964844,191.2899932861328,196.02999877929688,1777300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,197.6300048828125,197.94000244140625,191.9499969482422,194.5500030517578,1625200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,193.7400054931641,194.0200042724609,191.67999267578125,192.16000366210935,1602900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,191.97000122070312,193.83999633789065,191.6699981689453,193.57000732421875,1373800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,190.2100067138672,190.80999755859372,186.8300018310547,190.1100006103516,2392300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,190.8500061035156,192.7700042724609,189.7700042724609,192.6999969482422,1643800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,193.5,196.55999755859372,193.42999267578125,196.16000366210935,1749500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,195.4900054931641,198.0500030517578,194.8600006103516,197.57000732421875,1735200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,198.1000061035156,198.92999267578125,196.72000122070312,197.08999633789065,1535300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,196.9900054931641,199.3500061035156,196.67999267578125,199.0399932861328,1160500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,200.72999572753903,203.91000366210935,200.0,202.4499969482422,1697800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,202.1100006103516,204.83999633789065,202.00999450683597,204.5399932861328,1584900.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,204.5399932861328,204.8699951171875,202.5,203.00999450683597,1038300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,203.00999450683597,204.13999938964844,202.66000366210935,203.58999633789065,1035200.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,202.8999938964844,205.5,202.8999938964844,203.9600067138672,1490400.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,203.75,205.0399932861328,202.52999877929688,204.32000732421875,3012400.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,203.9499969482422,205.3800048828125,202.5,204.8800048828125,1272600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,204.52999877929688,204.91000366210935,202.02999877929688,202.41000366210935,1170000.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,202.1100006103516,203.9499969482422,200.8500061035156,203.80999755859372,1396400.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,204.1100006103516,206.6499938964844,203.47999572753903,203.6100006103516,1277900.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,204.77999877929688,205.2400054931641,203.3000030517578,204.94000244140625,1115400.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,204.27999877929688,206.63999938964844,204.02999877929688,205.7100067138672,932300.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,205.3999938964844,205.63999938964844,202.77999877929688,204.19000244140625,840700.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,205.1999969482422,207.94000244140625,204.91000366210935,207.02999877929688,973600.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,207.33999633789065,209.1300048828125,206.55999755859372,208.52999877929688,1272500.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,209.55999755859372,209.7100067138672,206.1499938964844,206.9199981689453,1742000.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,204.7100067138672,207.19000244140625,203.91000366210935,204.66000366210935,3029500.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,206.08999633789065,207.9600067138672,205.00999450683597,206.5,2349400.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,207.2899932861328,208.7700042724609,207.05999755859372,208.1199951171875,1038500.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,208.58999633789065,211.52999877929688,207.97000122070312,210.50999450683597,1340300.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,211.44000244140625,211.8600006103516,210.25,210.5500030517578,1462600.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,210.52999877929688,211.6999969482422,210.4600067138672,211.3000030517578,1045700.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,210.75,211.22000122070312,208.8500061035156,210.1199951171875,1176400.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,212.82000732421875,213.7400054931641,212.25999450683597,213.0399932861328,1482700.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,214.1699981689453,215.13999938964844,212.33999633789065,214.33999633789065,1225100.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,214.6300048828125,215.7899932861328,213.0500030517578,213.30999755859372,1247500.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,213.30999755859372,214.57000732421875,212.1999969482422,212.6999969482422,1038900.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,211.1699981689453,211.67999267578125,210.22999572753903,210.3699951171875,1412800.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,210.88999938964844,213.0200042724609,210.7400054931641,212.1699981689453,1163400.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,214.07000732421875,214.72000122070312,207.69000244140625,208.7899932861328,1233800.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,209.25999450683597,212.19000244140625,208.3999938964844,211.69000244140625,1379700.0,,,,,,,,,,
