Date,Open,High,Low,Close,Volume,"('Adj Close', 'RPAY')","('Close', 'RPAY')","('High', 'RPAY')","('Low', 'RPAY')","('Open', 'RPAY')","('Volume', 'RPAY')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,8.4399995803833,8.5649995803833,8.319999694824219,8.4399995803833,555300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,8.329999923706055,8.425000190734863,8.140000343322754,8.180000305175781,491000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,8.3100004196167,8.3100004196167,8.055000305175781,8.069999694824219,262100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,8.119999885559082,8.199999809265137,8.039999961853027,8.0600004196167,329500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,8.09000015258789,8.229999542236328,8.0,8.229999542236328,405100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,8.069999694824219,8.244999885559082,8.029999732971191,8.130000114440918,378200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,8.229999542236328,8.229999542236328,7.960000038146973,8.09000015258789,292500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,8.100000381469727,8.119999885559082,7.855000019073486,8.0,313600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,8.170000076293945,8.170000076293945,7.820000171661377,7.829999923706055,394500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,7.789999961853027,7.789999961853027,7.434999942779541,7.53000020980835,559600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,7.389999866485596,7.389999866485596,7.235000133514404,7.320000171661377,581300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,7.389999866485596,7.389999866485596,7.130000114440918,7.130000114440918,573300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,7.190000057220459,7.364999771118164,7.039999961853027,7.349999904632568,1219400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,7.489999771118164,7.840000152587891,7.440000057220459,7.760000228881836,688200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,7.880000114440918,7.880000114440918,7.639999866485596,7.679999828338623,856600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,7.789999961853027,7.869999885559082,7.519999980926514,7.539999961853027,544500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,7.690000057220459,7.775000095367432,7.485000133514404,7.590000152587891,437200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,7.630000114440918,7.920000076293945,7.630000114440918,7.71999979019165,432000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,7.71999979019165,8.020000457763672,7.659999847412109,8.0,359400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,7.920000076293945,7.989999771118164,7.880000114440918,7.929999828338623,574900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,7.869999885559082,8.1899995803833,7.815000057220459,7.840000152587891,780200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,7.849999904632568,8.180000305175781,7.78000020980835,8.15999984741211,724800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,8.020000457763672,8.100000381469727,7.960000038146973,8.069999694824219,476300.0,,,,,,,,,,
