Date,Open,High,Low,Close,Volume,"('Adj Close', 'ASH')","('Close', 'ASH')","('High', 'ASH')","('Low', 'ASH')","('Open', 'ASH')","('Volume', 'ASH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,83.52999877929688,85.08999633789062,83.02999877929688,83.69999694824219,778600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,82.9000015258789,83.1500015258789,81.0,81.16999816894531,427300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,81.1500015258789,81.19000244140625,79.37000274658203,79.41999816894531,500600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,78.98999786376953,80.95999908447266,78.98999786376953,79.76000213623047,553900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,79.61000061035156,81.44999694824219,79.52999877929688,81.19999694824219,379300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,80.44999694824219,81.08999633789062,80.12999725341797,81.06999969482422,303800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,80.55999755859375,81.66000366210938,80.27999877929688,81.62999725341797,310100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,81.51000213623047,82.22000122070312,80.55999755859375,82.08999633789062,315600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,83.23999786376953,83.23999786376953,81.16000366210938,81.29000091552734,298900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,80.69000244140625,81.0999984741211,79.31999969482422,79.36000061035156,2486400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,78.26000213623047,79.4000015258789,78.0,78.44000244140625,609200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,78.75,78.7699966430664,77.77999877929688,78.66999816894531,463200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,78.8499984741211,79.16999816894531,77.61000061035156,79.0199966430664,392300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,79.0199966430664,79.55999755859375,78.43000030517578,78.87999725341797,551800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,79.80999755859375,80.30000305175781,78.73999786376953,79.05000305175781,325300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,79.27999877929688,79.27999877929688,78.02999877929688,78.3499984741211,296600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,79.0199966430664,79.62999725341797,78.36000061035156,79.62000274658203,376900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,80.41000366210938,81.30000305175781,80.05000305175781,80.4800033569336,456500.0,,,,,,,,,,
