Date,Open,High,Low,Close,Volume,"('Adj Close', 'CNDT')","('Close', 'CNDT')","('High', 'CNDT')","('Low', 'CNDT')","('Open', 'CNDT')","('Volume', 'CNDT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.5999999046325684,3.75,3.5899999141693115,3.690000057220459,775100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.660000085830689,3.684999942779541,3.555000066757202,3.559999942779541,830500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.569999933242798,3.5799999237060547,3.450000047683716,3.450000047683716,1074400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.4100000858306885,3.515000104904175,3.3529999256134038,3.4600000381469727,1361600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.450000047683716,3.660000085830689,3.450000047683716,3.609999895095825,825300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.539999961853028,3.559999942779541,3.434999942779541,3.440000057220459,964700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.4200000762939453,3.490000009536743,3.390000104904175,3.440000057220459,969400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.440000057220459,3.5299999713897705,3.4100000858306885,3.5199999809265137,1040300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.5199999809265137,3.5850000381469727,3.509999990463257,3.5299999713897705,588300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.490000009536743,3.5350000858306885,3.470000028610229,3.490000009536743,883500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.4100000858306885,3.5199999809265137,3.4100000858306885,3.470000028610229,637900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.470000028610229,3.505000114440918,3.4200000762939453,3.4800000190734863,819300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.5199999809265137,3.6449999809265137,3.4800000190734863,3.5799999237060547,817400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.630000114440918,3.700000047683716,3.595000028610229,3.700000047683716,1000900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.700000047683716,3.7799999713897705,3.630000114440918,3.740000009536743,1090500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.7699999809265137,3.785000085830689,3.630000114440918,3.690000057220459,954700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.740000009536743,3.799999952316284,3.609999895095825,3.630000114440918,1287400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.670000076293945,3.7799999713897705,3.618000030517578,3.680000066757202,902100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.680000066757202,3.7799999713897705,3.634999990463257,3.7799999713897705,853600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.75,3.7899999618530273,3.694999933242798,3.700000047683716,718200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.7100000381469727,3.7799999713897705,3.5999999046325684,3.5999999046325684,953600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.619999885559082,3.7100000381469727,3.595000028610229,3.700000047683716,683700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.619999885559082,3.670000076293945,3.5899999141693115,3.5999999046325684,814900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.509999990463257,3.552000045776367,3.4549999237060547,3.4800000190734863,780000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.470000028610229,3.5799999237060547,3.4600000381469727,3.569999933242798,591100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.569999933242798,3.569999933242798,3.4600000381469727,3.470000028610229,691400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3.4600000381469727,3.5,3.369999885559082,3.390000104904175,1302100.0,,,,,,,,,,
