Date,Open,High,Low,Close,Volume,"('Adj Close', 'VVI')","('Close', 'VVI')","('High', 'VVI')","('Low', 'VVI')","('Open', 'VVI')","('Volume', 'VVI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,36.04999923706055,36.34000015258789,35.2400016784668,35.349998474121094,72000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,35.220001220703125,35.349998474121094,33.9900016784668,34.11000061035156,103100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,34.15999984741211,34.369998931884766,33.619998931884766,33.75,95600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,33.61000061035156,34.15999984741211,32.880001068115234,33.900001525878906,120900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,34.119998931884766,34.720001220703125,33.90999984741211,33.97999954223633,66400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,33.31999969482422,33.849998474121094,32.77000045776367,33.66999816894531,77800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,33.560001373291016,34.40999984741211,33.18000030517578,34.380001068115234,62000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,34.13999938964844,34.349998474121094,33.47999954223633,34.040000915527344,106100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,34.650001525878906,34.650001525878906,32.61000061035156,32.689998626708984,86400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,32.380001068115234,32.77000045776367,32.130001068115234,32.52000045776367,64100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,32.04999923706055,32.52000045776367,32.04999923706055,32.380001068115234,53400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,32.619998931884766,33.279998779296875,31.950000762939453,33.27000045776367,77600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,33.45000076293945,33.70000076293945,32.959999084472656,33.52000045776367,71900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,33.93000030517578,34.52000045776367,33.75,34.20000076293945,92200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,34.709999084472656,34.709999084472656,34.099998474121094,34.540000915527344,58300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,34.9900016784668,35.2400016784668,34.540000915527344,34.689998626708984,53200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,35.29999923706055,35.59000015258789,34.75,35.02000045776367,44600.0,,,,,,,,,,
