Date,Open,High,Low,Close,Volume,"('Adj Close', 'LH')","('Close', 'LH')","('High', 'LH')","('Low', 'LH')","('Open', 'LH')","('Volume', 'LH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,226.6100006103516,234.08999633789065,226.07000732421875,232.55999755859372,614900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,232.3000030517578,232.3000030517578,226.69000244140625,226.6999969482422,1231800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,226.7100067138672,227.72999572753903,224.7899932861328,225.22000122070312,547100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,224.22000122070312,226.9499969482422,223.47000122070312,225.4199981689453,638300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,225.2100067138672,226.08999633789065,223.66000366210935,225.9900054931641,543400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,225.0,228.3300018310547,224.0200042724609,228.19000244140625,645000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,228.1199951171875,229.7100067138672,223.4499969482422,225.3699951171875,1021200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,225.2100067138672,225.2100067138672,220.6100006103516,222.97000122070312,510200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,223.2899932861328,225.5,221.3500061035156,223.47999572753903,534000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,221.94000244140625,222.9600067138672,220.1699981689453,221.7700042724609,1024000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,221.05999755859372,225.3800048828125,220.6300048828125,223.0,660100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,221.3800048828125,228.1100006103516,220.4199981689453,227.32000732421875,834700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,228.30999755859372,228.30999755859372,223.8600006103516,226.1499938964844,744900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,226.27999877929688,228.42999267578125,224.8600006103516,225.7700042724609,478300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,226.1300048828125,227.3699951171875,224.13999938964844,226.69000244140625,527300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,226.8699951171875,228.38999938964844,223.07000732421875,223.3500061035156,555300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,225.1000061035156,226.80999755859372,222.08999633789065,226.6499938964844,482400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,228.5800018310547,229.5399932861328,224.77999877929688,224.9199981689453,641500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,224.6499938964844,227.2899932861328,223.6499938964844,227.13999938964844,911000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,227.5800018310547,228.22000122070312,225.5399932861328,226.3500061035156,440300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,227.55999755859372,227.55999755859372,221.7899932861328,222.3000030517578,790000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,218.27999877929688,224.32000732421875,213.27999877929688,224.2899932861328,765900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,223.00999450683597,223.80999755859372,220.9199981689453,221.5399932861328,617300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,220.57000732421875,221.3300018310547,218.8500061035156,219.63999938964844,582200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,219.7700042724609,223.17999267578125,219.7700042724609,222.27999877929688,466300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,223.7700042724609,224.4199981689453,222.6499938964844,223.7100067138672,505900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,222.05999755859372,223.16000366210935,220.75,222.8000030517578,602500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,222.72999572753903,223.6100006103516,222.17999267578125,222.58999633789065,386800.0,,,,,,,,,,
