Date,Open,High,Low,Close,Volume,"('Adj Close', 'IRBT')","('Close', 'IRBT')","('High', 'IRBT')","('Low', 'IRBT')","('Open', 'IRBT')","('Volume', 'IRBT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,38.5,38.84999847412109,38.33000183105469,38.540000915527344,235600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,38.5,38.869998931884766,38.4900016784668,38.5,234100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,38.61000061035156,38.70000076293945,38.02000045776367,38.33000183105469,270700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,38.18000030517578,38.45000076293945,37.5099983215332,37.52000045776367,305500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,37.79999923706055,38.36000061035156,37.619998931884766,37.7599983215332,213800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,37.5,37.5,36.34000015258789,37.08000183105469,642400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,36.9900016784668,36.9900016784668,29.0,29.75,4948400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,30.40999984741211,32.22999954223633,30.32999992370605,31.049999237060547,2941700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,31.040000915527344,31.489999771118164,29.90999984741211,29.979999542236328,769400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,30.5,32.0,30.030000686645508,30.209999084472656,1197900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,30.020000457763672,30.350000381469727,27.170000076293945,27.540000915527344,1798600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,28.01000022888184,28.09000015258789,23.40999984741211,23.6200008392334,6580500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,16.90999984741211,18.049999237060547,15.770000457763672,17.260000228881836,25693500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,16.899999618530273,17.739999771118164,16.829999923706055,17.3799991607666,5455200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,17.3799991607666,19.68000030517578,16.899999618530273,18.479999542236328,6681200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,18.850000381469727,19.450000762939453,17.549999237060547,17.610000610351562,2969700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,17.639999389648438,17.940000534057617,16.389999389648438,17.579999923706055,2813800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,17.350000381469727,17.3700008392334,16.809999465942383,16.989999771118164,1329100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,14.06999969482422,16.25,13.800000190734863,15.5,18321000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,15.470000267028809,15.479999542236328,14.100000381469728,14.25,4982900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,14.229999542236328,14.5,13.5,13.600000381469728,3972200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,13.670000076293944,13.880000114440918,12.920000076293944,13.640000343322754,3154100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,13.520000457763672,13.550000190734863,12.869999885559082,13.010000228881836,2960200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,12.869999885559082,12.890000343322754,11.880000114440918,12.039999961853027,3723400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,11.81999969482422,12.789999961853027,11.81999969482422,12.470000267028809,2650000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,12.460000038146973,12.579999923706056,12.0,12.1899995803833,1733200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,12.300000190734863,13.640000343322754,12.010000228881836,13.15999984741211,2223000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,13.199999809265137,14.0600004196167,12.81999969482422,13.649999618530272,2117000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,13.8100004196167,14.1899995803833,13.710000038146973,13.869999885559082,1365700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,13.779999732971191,13.800000190734863,12.5600004196167,12.59000015258789,2212200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,12.600000381469728,12.850000381469728,12.119999885559082,12.550000190734863,1228800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,12.68000030517578,12.93000030517578,12.220000267028809,12.420000076293944,1583200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,12.380000114440918,12.779999732971191,12.199999809265137,12.350000381469728,1450300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,12.34000015258789,12.789999961853027,12.210000038146973,12.300000190734863,1586300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,12.239999771118164,12.43000030517578,11.989999771118164,12.050000190734863,1124400.0,,,,,,,,,,
