Date,Open,High,Low,Close,Volume,"('Adj Close', 'OHI')","('Close', 'OHI')","('High', 'OHI')","('Low', 'OHI')","('Open', 'OHI')","('Volume', 'OHI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,30.479999542236328,30.8700008392334,30.450000762939453,30.850000381469727,1611600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,30.799999237060547,30.81999969482422,30.46999931335449,30.520000457763672,1417500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,30.600000381469727,30.649999618530277,30.290000915527344,30.51000022888184,1321900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,30.38999938964844,30.51000022888184,30.21999931335449,30.3799991607666,1683100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,30.3799991607666,30.71999931335449,30.290000915527344,30.709999084472656,1081600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,30.600000381469727,30.600000381469727,30.100000381469727,30.11000061035156,1975800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,30.209999084472656,30.540000915527344,30.100000381469727,30.479999542236328,1409200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,30.34000015258789,30.59000015258789,30.18000030517578,30.51000022888184,1371000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,30.82999992370605,31.059999465942383,30.61000061035156,30.63999938964844,2031800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,30.149999618530277,30.59000015258789,30.01000022888184,30.200000762939453,1674600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,30.0,30.170000076293945,29.18000030517578,29.540000915527344,1997500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,29.5,29.6200008392334,29.200000762939453,29.40999984741211,1604400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,29.5,29.729999542236328,29.170000076293945,29.68000030517578,1760500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,29.770000457763672,30.059999465942383,29.61000061035156,29.81999969482422,1294900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,29.899999618530277,29.96999931335449,29.5,29.63999938964844,1304700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,29.899999618530277,29.920000076293945,28.700000762939453,28.780000686645508,2176800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,29.100000381469727,29.149999618530277,28.799999237060547,28.90999984741211,1725100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,29.040000915527344,29.190000534057617,28.82999992370605,29.030000686645508,1860500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,29.049999237060547,29.34000015258789,29.0,29.299999237060547,1929300.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,29.38999938964844,29.540000915527344,29.170000076293945,29.309999465942383,1893300.0,,,,,,,,,,
