Date,Open,High,Low,Close,Volume,"('Adj Close', 'ETN')","('Close', 'ETN')","('High', 'ETN')","('Low', 'ETN')","('Open', 'ETN')","('Volume', 'ETN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,238.88999938964844,240.2700042724609,236.8500061035156,238.8999938964844,1309000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,237.3999938964844,237.44000244140625,231.83999633789065,233.1000061035156,1843200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,233.75999450683597,236.9499969482422,233.75999450683597,234.47999572753903,1303600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,234.5800018310547,235.55999755859372,233.72999572753903,234.8600006103516,985800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,236.1300048828125,239.1699981689453,234.1999969482422,238.97999572753903,1278600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,237.4499969482422,239.75999450683597,235.6699981689453,239.47999572753903,974300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,241.0,242.41000366210935,239.80999755859372,240.88999938964844,1233000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,241.3999938964844,243.6499938964844,239.22000122070312,243.4199981689453,1366600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,244.2700042724609,244.2700042724609,240.7700042724609,242.1100006103516,1011700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,241.17999267578125,243.25,239.1999969482422,241.7400054931641,1538300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,236.8999938964844,238.97999572753903,236.0399932861328,237.25999450683597,2041800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,237.3000030517578,240.67999267578125,236.1999969482422,240.1199951171875,1295300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,241.7700042724609,244.6199951171875,240.0500030517578,244.6000061035156,1500400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,245.75999450683597,246.9499969482422,243.66000366210935,243.8999938964844,1727400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,244.0,244.0,239.1699981689453,243.25,1959300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,244.92999267578125,244.9900054931641,241.4499969482422,241.57000732421875,1541900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,243.72999572753903,246.2899932861328,241.8699951171875,245.82000732421875,1678400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,246.0,247.5500030517578,245.00999450683597,245.88999938964844,1138600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,244.41000366210935,248.80999755859372,244.3500061035156,248.72000122070312,1464800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,248.80999755859372,251.13999938964844,248.05999755859372,250.2700042724609,1828000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,248.75999450683597,250.63999938964844,245.66000366210935,246.0800018310547,2300900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,255.6300048828125,264.75,255.4600067138672,264.57000732421875,3663800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,266.1300048828125,271.7799987792969,265.260009765625,270.1000061035156,3172800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,269.3599853515625,270.70001220703125,266.5599975585937,269.4200134277344,1990000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,270.29998779296875,272.32000732421875,267.9599914550781,271.1199951171875,1919200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,272.8800048828125,274.010009765625,271.1499938964844,272.8500061035156,1377600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,273.0,274.70001220703125,272.3900146484375,273.2099914550781,1581000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,273.5400085449219,278.5799865722656,273.0,277.9599914550781,1557600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,276.92999267578125,277.510009765625,272.510009765625,274.04998779296875,1331700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,268.4100036621094,273.0599975585937,266.0,272.3800048828125,2512400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,274.2699890136719,277.1499938964844,272.6099853515625,275.6199951171875,1430900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,275.6199951171875,277.0400085449219,272.7799987792969,275.7900085449219,1398000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,276.07000732421875,278.94000244140625,273.79998779296875,277.5199890136719,1650900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,276.2300109863281,277.8599853515625,274.2099914550781,276.0899963378906,1263600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,275.29998779296875,278.0400085449219,274.1499938964844,277.1600036621094,1315200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,282.79998779296875,286.3699951171875,282.1600036621094,284.5799865722656,2496300.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,285.45001220703125,288.4599914550781,283.0,284.92999267578125,1230700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,286.0,287.54998779296875,284.17999267578125,284.29998779296875,1960300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,284.5199890136719,285.3999938964844,282.239990234375,283.57000732421875,1678200.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,283.57000732421875,287.6400146484375,282.6700134277344,286.9599914550781,1278900.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,287.0,289.8599853515625,285.92999267578125,289.0,2534300.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,289.3599853515625,294.44000244140625,288.8099975585937,293.70001220703125,2314600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,295.8900146484375,298.1300048828125,294.5299987792969,296.5799865722656,1943500.0,,,,,,,,,,
