Date,Open,High,Low,Close,Volume,"('Adj Close', 'JLL')","('Close', 'JLL')","('High', 'JLL')","('Low', 'JLL')","('Open', 'JLL')","('Volume', 'JLL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,186.4600067138672,189.0,185.33999633789065,186.8999938964844,384800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,182.55999755859372,184.0800018310547,179.38999938964844,181.0,263300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,179.77000427246094,182.38999938964844,177.64999389648438,178.38999938964844,261000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,176.39999389648438,181.50999450683597,176.14999389648438,179.4499969482422,631800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,179.35000610351562,181.94000244140625,178.97999572753906,181.4499969482422,248600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,178.82000732421875,180.02999877929688,177.30999755859375,179.0800018310547,142300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,178.88999938964844,179.8000030517578,177.5399932861328,178.5,188800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,177.22999572753906,177.7899932861328,173.77000427246094,173.97999572753906,325200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,176.1300048828125,176.24000549316406,172.41000366210938,173.67999267578125,217800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,170.49000549316406,171.5399932861328,168.7899932861328,171.49000549316406,472000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,168.2899932861328,170.60000610351562,167.11000061035156,168.6999969482422,221600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,169.97000122070312,172.11000061035156,168.13999938964844,171.0,191800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,170.8300018310547,174.1699981689453,168.1300048828125,173.50999450683594,152000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,174.50999450683594,177.9600067138672,174.50999450683594,175.99000549316406,196600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,178.4499969482422,179.32000732421875,174.25,174.72000122070312,224400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,176.8300018310547,177.58999633789062,172.49000549316406,172.61000061035156,132300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,175.47999572753906,176.36000061035156,173.97999572753906,175.72000122070312,172600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,176.6699981689453,177.74000549316406,176.02999877929688,176.38999938964844,184300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,175.75,177.99000549316406,175.0,177.88999938964844,280900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,176.19000244140625,177.6699981689453,174.35000610351562,177.39999389648438,210200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,176.83999633789062,180.52999877929688,175.77999877929688,177.05999755859375,757500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,177.1999969482422,180.47000122070312,173.83999633789062,180.32000732421875,323500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,176.77999877929688,177.52999877929688,174.8000030517578,175.85000610351562,209700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,172.7899932861328,173.27000427246094,171.08999633789062,171.60000610351562,180300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,171.14999389648438,174.2100067138672,171.14999389648438,171.27000427246094,174400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,172.27000427246094,172.27000427246094,168.36000061035156,171.8800048828125,187900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,172.16000366210938,180.0,171.4199981689453,179.4199981689453,324100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,179.47000122070312,179.47000122070312,175.47000122070312,176.99000549316406,233500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,177.42999267578125,181.6199951171875,177.42999267578125,179.27999877929688,225800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,172.38999938964844,173.91000366210938,169.0500030517578,171.66000366210938,357400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,173.14999389648438,176.9499969482422,171.94000244140625,176.92999267578125,297100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,182.0,193.5200042724609,181.97999572753903,192.72999572753903,476100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,190.0200042724609,192.0800018310547,188.5,188.94000244140625,268500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,185.9600067138672,186.8500061035156,182.50999450683597,183.3699951171875,230000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,182.5,183.25,179.47999572753906,180.80999755859372,284100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,181.69000244140625,186.5,181.69000244140625,184.4600067138672,249700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,183.9600067138672,184.8300018310547,181.63999938964844,182.92999267578125,208500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,181.7400054931641,185.7899932861328,181.7100067138672,184.83999633789065,330800.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,192.0,193.82000732421875,185.00999450683597,186.9199981689453,379300.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,183.6499938964844,186.2100067138672,183.6499938964844,185.63999938964844,256100.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,188.1199951171875,190.5399932861328,186.1300048828125,190.2400054931641,384000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,189.3699951171875,193.1999969482422,188.16000366210935,192.8600006103516,315900.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,192.58999633789065,193.63999938964844,190.8600006103516,191.47000122070312,231900.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,189.02999877929688,192.5800018310547,187.57000732421875,188.5200042724609,157500.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,191.47999572753903,191.47999572753903,185.7899932861328,187.16000366210935,254400.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,188.2400054931641,188.3300018310547,184.5399932861328,186.0399932861328,244900.0,,,,,,,,,,
