Date,Open,High,Low,Close,Volume,"('Adj Close', 'BLDR')","('Close', 'BLDR')","('High', 'BLDR')","('Low', 'BLDR')","('Open', 'BLDR')","('Volume', 'BLDR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,163.8699951171875,167.08999633789062,161.89999389648438,165.3800048828125,1320300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,161.97000122070312,161.97000122070312,158.3699951171875,159.30999755859375,1733600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,158.32000732421875,160.57000732421875,156.11000061035156,157.2899932861328,1336700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,155.5,161.08999633789062,154.00999450683594,159.77999877929688,1285200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,161.25,164.30999755859375,160.4600067138672,163.8800048828125,880800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,161.3800048828125,165.6300048828125,160.63999938964844,165.35000610351562,1048100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,165.97999572753906,168.0399932861328,165.82000732421875,167.3000030517578,1056800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,165.47000122070312,167.57000732421875,163.42999267578125,167.2100067138672,877800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,168.77999877929688,169.0,164.00999450683594,167.38999938964844,940500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,164.67999267578125,166.44000244140625,163.3800048828125,165.91000366210938,1036500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,163.72999572753906,165.16000366210938,162.1300048828125,164.6199951171875,1002200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,167.08999633789062,168.55999755859375,162.88999938964844,165.67999267578125,1306000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,167.3800048828125,172.5500030517578,165.69000244140625,172.50999450683594,1509400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,175.72000122070312,178.66000366210938,174.10000610351562,178.02000427246094,1779100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,175.75,176.27999877929688,164.9199981689453,167.6699981689453,2491400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,170.47000122070312,170.72999572753906,164.08999633789062,165.32000732421875,1523000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,168.44000244140625,169.94000244140625,166.60000610351562,169.8000030517578,1205600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,169.80999755859375,171.67999267578125,167.75,169.52000427246094,894100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,172.0,176.9600067138672,171.75,176.5,1362900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,176.6199951171875,179.1699981689453,174.7899932861328,176.41000366210938,978500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,175.00999450683594,177.89999389648438,172.80999755859375,173.72999572753906,1147700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,176.25,179.07000732421875,173.97999572753906,179.02000427246094,767300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,175.63999938964844,182.5399932861328,174.39999389648438,180.75,868500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,177.8699951171875,179.39999389648438,173.75999450683594,178.17999267578125,861600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,177.9499969482422,179.1699981689453,175.80999755859375,177.9499969482422,646600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,180.50999450683597,184.1199951171875,179.94000244140625,180.91000366210935,1239900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,182.44000244140625,185.3999938964844,180.27999877929688,185.25,913200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,185.5,186.5800018310547,182.88999938964844,185.3300018310547,1226300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,186.3300018310547,188.5500030517578,184.7400054931641,187.1199951171875,1598000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,175.52000427246094,184.38999938964844,171.13999938964844,182.17999267578125,1574700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,185.82000732421875,187.47000122070312,183.1100006103516,186.72999572753903,1030000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,188.32000732421875,189.3999938964844,184.25999450683597,186.9199981689453,1028800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,183.9499969482422,186.41000366210935,183.4900054931641,183.7899932861328,1274900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,181.8699951171875,183.52999877929688,180.25999450683597,182.8999938964844,1085500.0,,,,,,,,,,
