Date,Open,High,Low,Close,Volume,"('Adj Close', 'OLPX')","('Close', 'OLPX')","('High', 'OLPX')","('Low', 'OLPX')","('Open', 'OLPX')","('Volume', 'OLPX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.509999990463257,2.5799999237060547,2.434999942779541,2.5,1504500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.430000066757202,2.434999942779541,2.0799999237060547,2.150000095367432,4781300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.119999885559082,2.184999942779541,2.039999961853028,2.0799999237060547,2832900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.049999952316284,2.180000066757202,2.005000114440918,2.119999885559082,3031300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.0999999046325684,2.2799999713897705,2.0999999046325684,2.2699999809265137,1531600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.2300000190734863,2.309999942779541,2.180000066757202,2.299999952316284,1349800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.289999961853028,2.3499999046325684,2.2300000190734863,2.3299999237060547,2005900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.359999895095825,2.380000114440918,2.2300000190734863,2.319999933242798,1068200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.3299999237060547,2.4049999713897705,2.255000114440918,2.2699999809265137,996100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.259999990463257,2.2699999809265137,2.1600000858306885,2.180000066757202,992100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.150000095367432,2.150000095367432,2.075000047683716,2.140000104904175,2047900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.1600000858306885,2.190000057220459,2.069999933242798,2.119999885559082,1670900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.119999885559082,2.2300000190734863,2.071000099182129,2.200000047683716,1193200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.2100000381469727,2.309999942779541,2.1600000858306885,2.309999942779541,1442000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.3499999046325684,2.400000095367432,2.2799999713897705,2.369999885559082,1905600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.4600000381469727,2.5,2.380000114440918,2.4100000858306885,1454900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.4600000381469727,2.549999952316284,2.400000095367432,2.430000066757202,2325200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.450000047683716,2.509999990463257,2.4100000858306885,2.4200000762939453,1236800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.4100000858306885,2.4600000381469727,2.3399999141693115,2.450000047683716,820500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.440000057220459,2.4800000190734863,2.369999885559082,2.4100000858306885,876200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.380000114440918,2.390000104904175,2.240000009536743,2.25,1179200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.2799999713897705,2.359999895095825,2.220000028610229,2.3499999046325684,1370200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.309999942779541,2.384999990463257,2.234999895095825,2.359999895095825,1329800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,2.369999885559082,2.369999885559082,2.2799999713897705,2.319999933242798,1107800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.309999942779541,2.470000028610229,2.259999990463257,2.440000057220459,1253500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.450000047683716,2.450000047683716,2.259999990463257,2.299999952316284,2518000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.289999961853028,2.3299999237060547,2.1700000762939453,2.2699999809265137,3058800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.2699999809265137,2.2699999809265137,2.065000057220459,2.0999999046325684,2489600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.0999999046325684,2.2249999046325684,2.0899999141693115,2.1700000762939453,2153800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.0799999237060547,2.1600000858306885,2.049999952316284,2.109999895095825,1623600.0,,,,,,,,,,
