Date,Open,High,Low,Close,Volume,"('Adj Close', 'ATO')","('Close', 'ATO')","('High', 'ATO')","('Low', 'ATO')","('Open', 'ATO')","('Volume', 'ATO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,115.66999816894533,117.33000183105467,115.66999816894533,116.93000030517578,882300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,117.11000061035156,118.69000244140624,117.04000091552734,118.0199966430664,1093500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,118.27999877929688,118.75,117.48999786376952,117.5999984741211,550600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,117.36000061035156,118.44000244140624,117.0199966430664,117.9800033569336,628200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,118.2300033569336,118.91999816894533,117.37999725341795,118.8499984741211,492600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,118.4800033569336,118.80999755859376,117.72000122070312,118.36000061035156,594200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,118.5199966430664,118.77999877929688,117.66000366210938,118.04000091552734,627600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,117.76000213623048,117.76000213623048,115.23999786376952,115.38999938964844,623400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,116.16999816894533,116.62999725341795,115.47000122070312,115.79000091552734,509400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,115.1500015258789,115.87999725341795,113.76000213623048,114.08000183105467,692500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,113.51000213623048,114.47000122070312,111.8000030517578,112.73999786376952,854500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,112.47000122070312,112.51000213623048,111.16000366210938,112.43000030517578,1127000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,113.3000030517578,113.5,112.1500015258789,113.08000183105467,1169900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,113.2699966430664,113.87000274658205,112.44000244140624,113.13999938964844,685900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,111.6500015258789,113.27999877929688,111.6500015258789,112.6999969482422,752300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,113.37999725341795,113.47000122070312,110.72000122070312,110.88999938964844,831900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,111.38999938964844,114.02999877929688,111.33999633789062,113.91999816894533,1102000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,114.29000091552734,114.48999786376952,113.41999816894533,113.6999969482422,799700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,113.76000213623048,114.5,113.3000030517578,114.26000213623048,572900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,113.91000366210938,114.95999908447266,113.55999755859376,114.51000213623048,525400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,115.54000091552734,115.9000015258789,113.19000244140624,113.94000244140624,1123100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,114.04000091552734,115.81999969482422,113.30999755859376,115.79000091552734,638600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,114.66000366210938,115.04000091552734,112.6500015258789,113.7699966430664,774700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,112.70999908447266,113.05999755859376,111.2300033569336,111.77999877929688,780300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,111.5,111.95999908447266,110.83999633789062,111.80999755859376,1171800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,113.26000213623048,113.26000213623048,110.63999938964844,111.93000030517578,1227500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,111.45999908447266,113.04000091552734,111.3499984741211,112.93000030517578,819200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,112.58999633789062,113.51000213623048,112.58999633789062,113.11000061035156,745100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,113.26000213623048,114.3000030517578,112.9800033569336,114.0,918500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,113.6500015258789,113.75,110.45999908447266,111.75,633600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,111.8000030517578,113.29000091552734,111.54000091552734,112.9800033569336,700700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,113.29000091552734,114.58999633789062,113.29000091552734,114.2699966430664,719100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,113.6500015258789,114.51000213623048,113.3000030517578,113.9499969482422,1012100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,114.06999969482422,115.66000366210938,113.5500030517578,113.69000244140624,843300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,114.02999877929688,114.98999786376952,113.69000244140624,114.69000244140624,831900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,113.66999816894533,114.61000061035156,113.02999877929688,114.19000244140624,922100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,113.38999938964844,114.02999877929688,112.73999786376952,112.76000213623048,733100.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,112.52999877929688,112.52999877929688,111.0199966430664,111.62000274658205,682500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,112.0500030517578,112.62000274658205,111.5199966430664,112.52999877929688,498200.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,112.45999908447266,113.2699966430664,111.8499984741211,112.45999908447266,619400.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,113.11000061035156,113.55999755859376,112.62000274658205,112.91000366210938,1189100.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,112.62000274658205,113.2300033569336,111.26000213623048,112.7300033569336,578300.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,112.31999969482422,115.0199966430664,112.31999969482422,114.68000030517578,981000.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,115.0500030517578,115.43000030517578,113.72000122070312,114.45999908447266,1395500.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,115.04000091552734,115.6500015258789,114.4000015258789,115.1999969482422,1120100.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,116.11000061035156,116.62000274658205,115.18000030517578,115.58999633789062,797000.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,116.05999755859376,116.62999725341795,115.3000030517578,115.81999969482422,999700.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,116.04000091552734,117.13999938964844,115.5,117.0,845100.0,,,,,,,,,,
