Date,Open,High,Low,Close,Volume,"('Adj Close', 'CHRS')","('Close', 'CHRS')","('High', 'CHRS')","('Low', 'CHRS')","('Open', 'CHRS')","('Volume', 'CHRS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.3299999237060547,3.700000047683716,3.134999990463257,3.140000104904175,16245800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.0999999046325684,3.220000028610229,2.9200000762939453,3.0199999809265137,8898500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.049999952316284,3.1549999713897705,2.8299999237060547,2.9200000762939453,6928000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.890000104904175,3.0199999809265137,2.740000009536743,2.869999885559082,4888200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.869999885559082,3.0999999046325684,2.7300000190734863,3.0799999237060547,5201400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.059999942779541,3.130000114440918,2.9100000858306885,2.9800000190734863,4694500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.9800000190734863,2.990000009536743,2.7100000381469727,2.859999895095825,12747400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.799999952316284,2.809999942779541,2.5999999046325684,2.619999885559082,5588100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.5899999141693115,2.7300000190734863,2.5299999713897705,2.569999933242798,3548700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.5199999809265137,2.539999961853028,2.3299999237060547,2.3499999046325684,4675200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.319999933242798,2.509999990463257,2.299999952316284,2.4600000381469727,5946500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.5199999809265137,2.525000095367432,2.3299999237060547,2.400000095367432,3093100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.5199999809265137,2.559999942779541,2.359999895095825,2.440000057220459,6942600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.7300000190734863,2.970000028610229,2.4600000381469727,2.5799999237060547,22499400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.5999999046325684,2.630000114440918,2.3299999237060547,2.400000095367432,6807400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.390000104904175,2.5,2.2950000762939453,2.299999952316284,6299200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.3299999237060547,2.4100000858306885,2.2300000190734863,2.369999885559082,3572400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.359999895095825,2.400000095367432,2.309999942779541,2.3399999141693115,1622500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.309999942779541,2.378999948501587,2.234999895095825,2.299999952316284,4238400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.2799999713897705,2.3299999237060547,2.1700000762939453,2.309999942779541,6887300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.2799999713897705,2.3399999141693115,2.150000095367432,2.150000095367432,4241400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.150000095367432,2.2049999237060547,2.0799999237060547,2.0899999141693115,3470800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.0299999713897705,2.0989999771118164,1.9299999475479128,2.059999942779541,3977800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.9900000095367432,2.0799999237060547,1.924999952316284,2.0199999809265137,3513100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,2.009999990463257,2.3299999237060547,1.9700000286102293,2.319999933242798,4256000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,2.289999961853028,2.3399999141693115,2.220000028610229,2.319999933242798,5224300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,2.3499999046325684,2.390000104904175,2.25,2.380000114440918,2313100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,2.359999895095825,2.6600000858306885,2.3499999046325684,2.619999885559082,4120600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,2.5999999046325684,2.8399999141693115,2.572999954223633,2.819999933242798,3259100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,2.5999999046325684,2.688999891281128,2.5,2.559999942779541,2912700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,2.640000104904175,2.720000028610229,2.559999942779541,2.720000028610229,1750500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,2.7300000190734863,2.869999885559082,2.674999952316284,2.8499999046325684,2869700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,2.819999933242798,2.8499999046325684,2.7300000190734863,2.759999990463257,1865600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,2.680000066757202,2.7799999713897705,2.5899999141693115,2.5899999141693115,1833000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,2.5199999809265137,2.5799999237060547,2.414999961853028,2.4800000190734863,1710400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,2.5,2.5350000858306885,2.4200000762939453,2.470000028610229,1983400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,2.5,2.5999999046325684,2.4200000762939453,2.5799999237060547,1906900.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,2.559999942779541,2.650000095367432,2.430000066757202,2.5,2563300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,2.539999961853028,2.630000114440918,2.470000028610229,2.619999885559082,2785100.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,2.569999933242798,2.5850000381469727,2.3499999046325684,2.359999895095825,3115900.0,,,,,,,,,,
