Date,Open,High,Low,Close,Volume,"('Adj Close', 'ALV')","('Close', 'ALV')","('High', 'ALV')","('Low', 'ALV')","('Open', 'ALV')","('Volume', 'ALV')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,108.9499969482422,110.5,108.87999725341795,109.9000015258789,425400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,108.4000015258789,108.4000015258789,104.56999969482422,104.73999786376952,531600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,102.66999816894533,104.8000030517578,102.6500015258789,103.8000030517578,890300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,103.86000061035156,105.62000274658205,103.4000015258789,104.04000091552734,430900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,103.91999816894533,105.75,103.75,105.48999786376952,258400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,104.66999816894533,105.0199966430664,104.0500030517578,104.23999786376952,326700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,104.5500030517578,104.88999938964844,103.3000030517578,104.61000061035156,397000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,104.91999816894533,105.13999938964844,103.61000061035156,105.13999938964844,356300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,106.33999633789062,106.79000091552734,103.94000244140624,104.20999908447266,438000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,102.62999725341795,104.58999633789062,102.36000061035156,104.47000122070312,392000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,102.38999938964844,102.69000244140624,100.91000366210938,102.3000030517578,564400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,103.2699966430664,103.98999786376952,102.4000015258789,103.41999816894533,494700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,102.41999816894533,103.25,101.33000183105467,103.0,519200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,103.4800033569336,104.38999938964844,103.18000030517578,104.08000183105467,611400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,104.5,104.63999938964844,102.75,103.41000366210938,489300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,103.4000015258789,103.58999633789062,101.25,101.8000030517578,842100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,102.7300033569336,103.83000183105467,102.0,103.61000061035156,934900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,105.58000183105467,110.68000030517578,105.3499984741211,106.55999755859376,1941400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,108.0500030517578,109.87999725341795,107.58000183105467,108.20999908447266,1242700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,108.80999755859376,110.13999938964844,108.16000366210938,108.37000274658205,758000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,109.29000091552734,110.01000213623048,106.86000061035156,107.12000274658205,721100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,108.62000274658205,111.26000213623048,108.56999969482422,111.0,751500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,110.80999755859376,112.4000015258789,110.13999938964844,110.83999633789062,526700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,110.2699966430664,110.41000366210938,108.20999908447266,109.16000366210938,507300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,109.08999633789062,110.81999969482422,109.08999633789062,110.41999816894533,461500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,110.9800033569336,110.9800033569336,108.11000061035156,108.4499969482422,411400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,108.94000244140624,110.0999984741211,108.51000213623048,109.5,547000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,109.41999816894533,110.5500030517578,109.1999969482422,110.0,567500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,109.88999938964844,111.0500030517578,109.5999984741211,110.94000244140624,310500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,108.52999877929688,108.87999725341795,107.1500015258789,107.75,366900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,109.72000122070312,110.1999969482422,109.13999938964844,109.31999969482422,493600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,110.73999786376952,112.81999969482422,110.41999816894533,112.62999725341795,517000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,112.95999908447266,113.18000030517578,111.43000030517578,111.4800033569336,527200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,110.0500030517578,110.79000091552734,109.30999755859376,110.16000366210938,371100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,109.5500030517578,110.51000213623048,109.12999725341795,110.51000213623048,481600.0,,,,,,,,,,
