Date,Open,High,Low,Close,Volume,"('Adj Close', 'EQR')","('Close', 'EQR')","('High', 'EQR')","('Low', 'EQR')","('Open', 'EQR')","('Volume', 'EQR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,60.970001220703125,62.20000076293945,60.7599983215332,62.150001525878906,2115700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,61.75,61.9900016784668,60.56999969482422,60.65999984741211,1864100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,60.630001068115234,61.34999847412109,60.380001068115234,60.75,1732100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,60.369998931884766,61.150001525878906,60.06999969482422,60.70000076293945,1850900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,60.52000045776367,61.83000183105469,60.31999969482422,61.72999954223633,1831200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,61.11000061035156,61.84000015258789,60.650001525878906,61.52999877929688,1611100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,61.88999938964844,61.95000076293945,61.4900016784668,61.709999084472656,1539900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,61.43000030517578,62.09000015258789,61.02000045776367,61.790000915527344,2130500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,62.290000915527344,62.86000061035156,62.0099983215332,62.15999984741211,2278900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,62.02999877929688,62.11000061035156,61.119998931884766,61.43999862670898,1895700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,60.619998931884766,61.59999847412109,59.38999938964844,60.20000076293945,1634900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,60.040000915527344,60.43000030517578,59.41999816894531,59.720001220703125,2619900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,59.9900016784668,60.560001373291016,59.27999877929688,60.560001373291016,3195200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,60.77000045776367,61.0099983215332,60.13999938964844,60.29999923706055,2120900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,60.31999969482422,60.630001068115234,59.369998931884766,59.52999877929688,3109600.0,,,,,,,,,,
