Date,Open,High,Low,Close,Volume,"('Adj Close', 'WHR')","('Close', 'WHR')","('High', 'WHR')","('Low', 'WHR')","('Open', 'WHR')","('Volume', 'WHR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,121.06999969482422,124.05999755859376,120.73999786376952,122.9000015258789,713200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,121.33999633789062,121.58999633789062,117.5,117.87000274658205,866600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,117.5500030517578,118.58000183105467,117.04000091552734,118.16000366210938,619300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,117.69000244140624,121.44000244140624,117.69000244140624,120.9499969482422,1015000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,120.9800033569336,122.61000061035156,120.37999725341795,121.94000244140624,696500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,120.7300033569336,121.72000122070312,120.20999908447266,120.87999725341795,533200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,121.05999755859376,121.29000091552734,119.5999984741211,120.63999938964844,485400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,120.0999984741211,120.47000122070312,117.3499984741211,120.36000061035156,716400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,121.19000244140624,121.56999969482422,113.43000030517578,114.16000366210938,1603000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,113.16000366210938,114.0,111.48999786376952,112.62999725341795,1547500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,111.27999877929688,113.20999908447266,111.0999984741211,112.08000183105467,712600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,112.73999786376952,112.91000366210938,111.0,112.38999938964844,708200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,112.33999633789062,113.55999755859376,110.8000030517578,112.62000274658205,697600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,113.16999816894533,115.41999816894533,112.80999755859376,114.25,874500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,114.5,114.88999938964844,111.1999969482422,111.55999755859376,1037700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,111.55999755859376,112.47000122070312,109.56999969482422,110.36000061035156,1004800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,110.97000122070312,114.47000122070312,110.76000213623048,114.2699966430664,989400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,115.6500015258789,117.4000015258789,115.1999969482422,115.95999908447266,1120200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,116.62999725341795,118.7699966430664,115.95999908447266,117.79000091552734,1630600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,112.25,113.16000366210938,109.62999725341795,110.01000213623048,4092100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,110.2300033569336,113.9499969482422,109.0999984741211,109.5199966430664,2759100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,110.5,111.86000061035156,109.37000274658205,111.4000015258789,1274600.0,,,,,,,,,,
