Date,Open,High,Low,Close,Volume,"('Adj Close', 'OPI')","('Close', 'OPI')","('High', 'OPI')","('Low', 'OPI')","('Open', 'OPI')","('Volume', 'OPI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,7.28000020980835,7.400000095367432,7.070000171661377,7.119999885559082,1032200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,7.0,7.119999885559082,6.760000228881836,6.949999809265137,894100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.909999847412109,7.039999961853027,6.760000228881836,6.760000228881836,660700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.679999828338623,6.949999809265137,6.5,6.769999980926514,1181400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.71999979019165,6.760000228881836,6.360000133514404,6.369999885559082,934500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.300000190734863,6.300000190734863,6.010000228881836,6.03000020980835,1511300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.010000228881836,6.239999771118164,5.960000038146973,6.199999809265137,758300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,4.730000019073486,4.800000190734863,3.5899999141693115,3.869999885559082,9093800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.7899999618530273,4.03000020980835,3.630000114440918,3.700000047683716,3260900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.650000095367432,3.700000047683716,3.509999990463257,3.5299999713897705,2085900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.4600000381469727,3.7100000381469727,3.380000114440918,3.650000095367432,2011900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.640000104904175,3.7100000381469727,3.509999990463257,3.630000114440918,1183900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.630000114440918,3.630000114440918,3.4600000381469727,3.539999961853028,1512800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.569999933242798,3.640000104904175,3.4800000190734863,3.609999895095825,923300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.640000104904175,3.75,3.5899999141693115,3.5999999046325684,787300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.5999999046325684,3.660000085830689,3.4800000190734863,3.5199999809265137,925400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.5199999809265137,3.7100000381469727,3.5199999809265137,3.7100000381469727,1072900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.7100000381469727,3.839999914169312,3.619999885559082,3.670000076293945,585900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.680000066757202,3.75,3.5999999046325684,3.680000066757202,962500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.700000047683716,3.930000066757202,3.680000066757202,3.839999914169312,1494500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.809999942779541,3.829999923706055,3.630000114440918,3.670000076293945,1135900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.680000066757202,3.7699999809265137,3.569999933242798,3.680000066757202,1376000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.619999885559082,3.690000057220459,3.539999961853028,3.609999895095825,737000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.5899999141693115,3.670000076293945,3.5,3.630000114440918,931500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.5899999141693115,3.690000057220459,3.5799999237060547,3.5999999046325684,957100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.609999895095825,3.670000076293945,3.569999933242798,3.650000095367432,1211900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3.5999999046325684,3.829999923706055,3.5999999046325684,3.799999952316284,1076200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,3.809999942779541,3.910000085830689,3.7100000381469727,3.849999904632568,1041500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,3.849999904632568,4.059999942779541,3.819999933242798,4.03000020980835,1812300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,3.880000114440918,3.880000114440918,3.700000047683716,3.869999885559082,2398900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,3.880000114440918,3.9800000190734863,3.799999952316284,3.819999933242798,732800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,3.829999923706055,4.03000020980835,3.829999923706055,4.0,1064600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,3.880000114440918,3.950000047683716,3.7100000381469727,3.7699999809265137,2625200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,3.7300000190734863,3.7300000190734863,3.380000114440918,3.430000066757202,3149700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,3.470000028610229,3.4800000190734863,3.200000047683716,3.2300000190734863,1931900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,3.200000047683716,3.299999952316284,3.140000104904175,3.180000066757202,1339400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,3.200000047683716,3.200000047683716,3.039999961853028,3.039999961853028,723800.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,3.0199999809265137,3.039999961853028,2.7799999713897705,2.8499999046325684,1375300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,2.890000104904175,3.049999952316284,2.859999895095825,2.859999895095825,1273500.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,2.8499999046325684,2.8499999046325684,2.700000047683716,2.700000047683716,1180400.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,2.759999990463257,2.869999885559082,2.630000114440918,2.6700000762939453,1047700.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,2.6600000858306885,2.6600000858306885,2.450000047683716,2.470000028610229,2729400.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,2.5,2.5,2.220000028610229,2.380000114440918,1949300.0,,,,,,,,,,
