Date,Open,High,Low,Close,Volume,"('Adj Close', 'MTRN')","('Close', 'MTRN')","('High', 'MTRN')","('Low', 'MTRN')","('Open', 'MTRN')","('Volume', 'MTRN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,129.02000427246094,130.47999572753906,127.33999633789062,128.44000244140625,81600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,127.19000244140624,127.58999633789062,123.86000061035156,124.61000061035156,87800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,125.12999725341795,125.7699966430664,124.22000122070312,124.72000122070312,72400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,123.3000030517578,125.54000091552734,122.6999969482422,122.86000061035156,78900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,122.12999725341795,123.93000030517578,121.61000061035156,123.73999786376952,72100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,121.5199966430664,121.91999816894533,120.27999877929688,121.0,83700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,121.31999969482422,122.4499969482422,120.44000244140624,121.62000274658205,77800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,120.62999725341795,120.62999725341795,119.11000061035156,120.1500015258789,85800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,122.22000122070312,123.31999969482422,120.93000030517578,121.87000274658205,58000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,120.01000213623048,120.3000030517578,117.0199966430664,117.9800033569336,82200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,115.36000061035156,118.0500030517578,115.36000061035156,117.75,53000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,119.11000061035156,120.22000122070312,117.81999969482422,119.88999938964844,60400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,120.55999755859376,120.56999969482422,117.83000183105467,119.87000274658205,87500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,120.2699966430664,121.1500015258789,118.01000213623048,118.83999633789062,96900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,120.41000366210938,120.73999786376952,118.16999816894533,119.1999969482422,79000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,121.58999633789062,121.66999816894533,115.94000244140624,116.4499969482422,126700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,118.62999725341795,118.62999725341795,115.25,116.06999969482422,68500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,116.0,117.16000366210938,115.7300033569336,115.9800033569336,47800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,116.3499984741211,119.26000213623048,115.77999877929688,119.16999816894533,72100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,117.97000122070312,119.7699966430664,117.97000122070312,119.75,79100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,119.75,120.6999969482422,116.8499984741211,116.97000122070312,185900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,117.26000213623048,120.66999816894533,117.26000213623048,120.30999755859376,88000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,118.41999816894533,120.68000030517578,118.41999816894533,120.52999877929688,52400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,118.75,118.83000183105467,116.63999938964844,117.72000122070312,69700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,118.18000030517578,120.36000061035156,118.18000030517578,120.0500030517578,65500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,120.11000061035156,120.38999938964844,119.02999877929688,119.94000244140624,50400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,119.33999633789062,121.56999969482422,119.33999633789062,121.55999755859376,54000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,122.31999969482422,125.1999969482422,122.29000091552734,124.8000030517578,83300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,125.36000061035156,128.0,125.36000061035156,126.52999877929688,84300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,122.3499984741211,124.31999969482422,118.95999908447266,119.6999969482422,126700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,121.11000061035156,124.41000366210938,121.11000061035156,124.41000366210938,135100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,127.38999938964844,137.47999572753906,125.44000244140624,137.4600067138672,218600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,137.9600067138672,145.0800018310547,136.25,137.6699981689453,209100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,135.02000427246094,135.9199981689453,131.27000427246094,131.47999572753906,130600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,130.74000549316406,131.33999633789062,128.83999633789062,130.5,94000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,130.0,134.10000610351562,130.0,132.25,123500.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,131.86000061035156,133.32000732421875,130.9499969482422,131.30999755859375,81900.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,130.27999877929688,132.22999572753906,128.92999267578125,130.1199951171875,74300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,131.75999450683594,133.10000610351562,130.4600067138672,131.85000610351562,125000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,129.92999267578125,132.72000122070312,129.92999267578125,130.8699951171875,65200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,132.75,135.32000732421875,132.75,134.32000732421875,102600.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,134.99000549316406,136.22000122070312,133.91000366210938,135.5800018310547,72300.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,135.94000244140625,138.1199951171875,135.94000244140625,136.6199951171875,81000.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,136.25,136.39999389648438,131.5,131.99000549316406,61900.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,133.88999938964844,133.97000122070312,131.89999389648438,132.11000061035156,53400.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,134.0,135.47000122070312,133.4199981689453,134.1300048828125,57100.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,135.3000030517578,136.52999877929688,131.89999389648438,132.27999877929688,58500.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,131.8800048828125,132.33999633789062,130.30999755859375,131.64999389648438,68800.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,130.97000122070312,131.7899932861328,129.7899932861328,131.0399932861328,87300.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,130.75,133.69000244140625,130.75,132.0,102200.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,131.2100067138672,131.2100067138672,128.88999938964844,129.9199981689453,123000.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,129.72999572753906,131.30999755859375,129.1199951171875,129.52999877929688,251500.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,129.74000549316406,130.2899932861328,128.13999938964844,128.3800048828125,105700.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,128.1199951171875,130.85000610351562,128.1199951171875,130.50999450683594,67900.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,129.85000610351562,134.14999389648438,129.6999969482422,132.5399932861328,119300.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,133.49000549316406,138.6999969482422,133.49000549316406,138.2100067138672,136600.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,137.27000427246094,137.27000427246094,132.6699981689453,134.19000244140625,97600.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,135.6999969482422,137.30999755859375,133.80999755859375,133.8699951171875,83600.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,134.14999389648438,134.61000061035156,132.42999267578125,133.27000427246094,95100.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,134.82000732421875,139.2100067138672,134.82000732421875,139.0,131800.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,137.57000732421875,138.22000122070312,129.4499969482422,131.75,259500.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,131.97000122070312,131.97000122070312,125.19000244140624,125.51000213623048,146200.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,124.47000122070312,125.3499984741211,123.30999755859376,123.70999908447266,164200.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,122.83000183105467,127.16000366210938,122.83000183105467,127.08000183105467,208700.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,128.49000549316406,128.7899932861328,124.94000244140624,125.87999725341795,151700.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,125.6999969482422,126.38999938964844,125.01000213623048,125.70999908447266,69200.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,127.0999984741211,127.0999984741211,124.7300033569336,125.1500015258789,52300.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,125.63999938964844,126.76000213623048,124.69000244140624,126.75,65000.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,122.91999816894533,124.13999938964844,121.01000213623048,123.8000030517578,141700.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,124.25,127.33999633789062,123.79000091552734,127.31999969482422,96500.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,127.25,129.60000610351562,123.7699966430664,125.44000244140624,109900.0,,,,,,,,,,
