Date,Open,High,Low,Close,Volume,"('Adj Close', 'EOG')","('Close', 'EOG')","('High', 'EOG')","('Low', 'EOG')","('Open', 'EOG')","('Volume', 'EOG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,121.80999755859376,123.3000030517578,121.26000213623048,121.5999984741211,3023000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,121.62999725341795,125.44000244140624,121.2300033569336,124.9800033569336,2794000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,125.55999755859376,126.06999969482422,120.83999633789062,121.0199966430664,2847500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,121.8499984741211,122.05999755859376,119.52999877929688,120.37999725341795,2157100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,118.16999816894533,118.16999816894533,116.05999755859376,117.7699966430664,4244600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,118.0999984741211,118.37000274658205,114.79000091552734,116.06999969482422,3043300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,116.0500030517578,116.08000183105467,114.16999816894533,114.98999786376952,3128700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,115.3000030517578,115.94000244140624,114.47000122070312,114.9800033569336,2134000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,117.13999938964844,117.77999877929688,115.31999969482422,116.0500030517578,3009100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,115.16999816894533,115.16999816894533,111.83000183105467,112.13999938964844,3420200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,110.5,111.76000213623048,109.88999938964844,110.62999725341795,3282300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,110.4800033569336,110.8000030517578,109.12999725341795,110.08999633789062,3378700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,110.0,110.18000030517578,108.94000244140624,110.16999816894533,2838100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,109.5999984741211,110.94000244140624,109.04000091552734,110.63999938964844,2482900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,110.5199966430664,111.91000366210938,110.06999969482422,110.37000274658205,2367700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,111.0999984741211,112.66999816894533,110.5,112.08999633789062,3527900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,112.48999786376952,114.86000061035156,112.0,114.8499984741211,2962500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,114.95999908447266,115.58000183105467,113.16999816894533,115.54000091552734,2683800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,115.37000274658205,115.41999816894533,113.76000213623048,114.95999908447266,2648500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,114.31999969482422,116.87999725341795,113.77999877929688,116.77999877929688,2947200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,116.63999938964844,116.68000030517578,113.7300033569336,113.79000091552734,3281900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,114.1999969482422,115.0199966430664,111.75,112.5999984741211,2569600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,112.66000366210938,113.0,110.37999725341795,110.8499984741211,2927300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,110.16999816894533,110.61000061035156,108.94000244140624,109.6500015258789,2957200.0,,,,,,,,,,
