Date,Open,High,Low,Close,Volume,"('Adj Close', 'WT')","('Close', 'WT')","('High', 'WT')","('Low', 'WT')","('Open', 'WT')","('Volume', 'WT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.869999885559082,6.920000076293945,6.71999979019165,6.769999980926514,872500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.769999980926514,6.809999942779541,6.619999885559082,6.630000114440918,1155000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.670000076293945,6.789999961853027,6.570000171661377,6.78000020980835,1434200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.710000038146973,6.920000076293945,6.699999809265137,6.869999885559082,1370900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.889999866485596,6.949999809265137,6.869999885559082,6.940000057220459,843000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.849999904632568,6.980000019073486,6.829999923706055,6.940000057220459,980200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.949999809265137,7.010000228881836,6.909999847412109,7.0,888400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,7.050000190734863,7.059999942779541,6.849999904632568,6.96999979019165,1120500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,7.070000171661377,7.079999923706055,6.869999885559082,7.0,947600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.980000019073486,7.179999828338623,6.949999809265137,7.150000095367432,1047800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,7.090000152587891,7.260000228881836,7.039999961853027,7.25,851500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,7.300000190734863,7.349999904632568,7.170000076293945,7.28000020980835,874300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,7.320000171661377,7.400000095367432,7.289999961853027,7.389999866485596,776300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,7.449999809265137,7.480000019073486,7.320000171661377,7.46999979019165,1176400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,7.519999980926514,7.539999961853027,7.320000171661377,7.340000152587891,838100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,7.429999828338623,7.429999828338623,7.230000019073486,7.239999771118164,575700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,7.349999904632568,7.349999904632568,7.099999904632568,7.130000114440918,988000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,7.159999847412109,7.190000057220459,7.039999961853027,7.059999942779541,688900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,7.059999942779541,7.130000114440918,7.039999961853027,7.130000114440918,926700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,7.090000152587891,7.179999828338623,6.940000057220459,6.96999979019165,969500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,6.96999979019165,6.96999979019165,6.75,6.769999980926514,1133200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,6.809999942779541,6.880000114440918,6.71999979019165,6.760000228881836,1091400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,7.010000228881836,7.150000095367432,6.679999828338623,6.809999942779541,1246100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.75,6.900000095367432,6.670000076293945,6.880000114440918,1348100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,6.900000095367432,7.019999980926514,6.880000114440918,6.940000057220459,1166700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,6.949999809265137,6.949999809265137,6.78000020980835,6.889999866485596,873300.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,6.909999847412109,6.960000038146973,6.789999961853027,6.949999809265137,1014400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,6.960000038146973,7.079999923706055,6.929999828338623,7.070000171661377,1178100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,7.059999942779541,7.28000020980835,7.059999942779541,7.25,1198100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,7.059999942779541,7.309999942779541,7.039999961853027,7.190000057220459,1548400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,7.389999866485596,7.429999828338623,7.289999961853027,7.400000095367432,1144800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,7.409999847412109,7.489999771118164,7.269999980926514,7.300000190734863,1607900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,7.300000190734863,7.360000133514404,7.159999847412109,7.300000190734863,1022300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,7.21999979019165,7.349999904632568,7.199999809265137,7.340000152587891,700400.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,7.300000190734863,7.449999809265137,7.289999961853027,7.429999828338623,923100.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,7.400000095367432,7.449999809265137,7.28000020980835,7.400000095367432,1495900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,7.389999866485596,7.650000095367432,7.389999866485596,7.639999866485596,804000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,7.78000020980835,7.96999979019165,7.739999771118164,7.920000076293945,1457800.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,7.960000038146973,8.020000457763672,7.789999961853027,7.940000057220459,1209600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,7.880000114440918,8.149999618530273,7.880000114440918,8.069999694824219,1085500.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,8.109999656677246,8.1899995803833,8.029999732971191,8.0600004196167,1078700.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,8.039999961853027,8.100000381469727,7.989999771118164,8.039999961853027,909400.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,8.039999961853027,8.079999923706055,8.0,8.039999961853027,922200.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,8.039999961853027,8.079999923706055,7.940000057220459,7.989999771118164,851200.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,8.199999809265137,8.34000015258789,8.050000190734863,8.260000228881836,1496500.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,8.300000190734863,8.319999694824219,8.1899995803833,8.270000457763672,1050900.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,8.319999694824219,8.489999771118164,8.300000190734863,8.420000076293945,940100.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,8.380000114440918,8.520000457763672,8.34000015258789,8.510000228881836,832800.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,8.489999771118164,8.569999694824219,8.380000114440918,8.529999732971191,842400.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,8.520000457763672,8.5600004196167,8.449999809265137,8.5600004196167,782600.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,8.529999732971191,8.640000343322754,8.460000038146973,8.609999656677246,1194400.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,8.550000190734863,8.960000038146973,8.550000190734863,8.930000305175781,2701500.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,8.930000305175781,9.170000076293944,8.829999923706055,8.880000114440918,1414600.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,8.84000015258789,9.029999732971191,8.779999732971191,8.949999809265137,897300.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,8.949999809265137,9.039999961853027,8.789999961853027,8.90999984741211,1253900.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,9.09000015258789,9.09000015258789,8.90999984741211,9.020000457763672,1506700.0,,,,,,,,,,
