Date,Open,High,Low,Close,Volume,"('Adj Close', 'LQDA')","('Close', 'LQDA')","('High', 'LQDA')","('Low', 'LQDA')","('Open', 'LQDA')","('Volume', 'LQDA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,11.93000030517578,12.010000228881836,11.399999618530272,11.529999732971191,1579300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,11.489999771118164,11.949999809265137,11.260000228881836,11.350000381469728,669900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,11.449999809265137,12.520000457763672,11.380000114440918,12.260000228881836,1654800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,12.630000114440918,13.260000228881836,12.029999732971191,12.65999984741211,2128500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,12.760000228881836,12.9399995803833,12.390000343322754,12.859999656677246,914600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,12.9399995803833,13.18000030517578,12.760000228881836,13.170000076293944,950000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,13.170000076293944,13.170000076293944,12.5600004196167,12.630000114440918,803700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,12.5,12.710000038146973,11.920000076293944,12.5,1286700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,12.600000381469728,12.729999542236328,12.34000015258789,12.4399995803833,639700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,12.5,12.5,12.220000267028809,12.380000114440918,694400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,12.479999542236328,13.859999656677246,12.390000343322754,13.43000030517578,1850200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,13.470000267028809,13.5,12.850000381469728,13.34000015258789,1802100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,13.329999923706056,13.329999923706056,12.770000457763672,12.890000343322754,1053400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,12.949999809265137,13.149999618530272,12.619999885559082,13.029999732971191,800500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,13.109999656677246,13.479999542236328,12.239999771118164,12.25,1970400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,12.489999771118164,12.520000457763672,11.600000381469728,12.0600004196167,1922300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,11.140000343322754,12.56999969482422,11.109999656677246,11.970000267028809,2366700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,11.949999809265137,12.170000076293944,11.829999923706056,12.170000076293944,803800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,12.1899995803833,12.579999923706056,11.859999656677246,12.510000228881836,597900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,12.40999984741211,13.0,12.380000114440918,12.609999656677246,871800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,12.699999809265137,13.100000381469728,12.510000228881836,12.779999732971191,591200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,12.770000457763672,13.68000030517578,12.65999984741211,13.600000381469728,740400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,13.760000228881836,13.760000228881836,13.170000076293944,13.579999923706056,577400.0,,,,,,,,,,
