Date,Open,High,Low,Close,Volume,"('Adj Close', 'CRUS')","('Close', 'CRUS')","('High', 'CRUS')","('Low', 'CRUS')","('Open', 'CRUS')","('Volume', 'CRUS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,82.4000015258789,82.4000015258789,80.69999694824219,81.68000030517578,304100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,80.12999725341797,81.05000305175781,79.66000366210938,80.26000213623047,368300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,78.9000015258789,79.45999908447266,77.83999633789062,78.23999786376953,389300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,78.19999694824219,79.13999938964844,77.26000213623047,77.77999877929688,553300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,78.30000305175781,80.86000061035156,78.30000305175781,80.77999877929688,309100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,79.79000091552734,80.36000061035156,78.91999816894531,79.37000274658203,200300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,79.16999816894531,79.44000244140625,77.25,79.38999938964844,238600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,79.18000030517578,79.98999786376953,77.93000030517578,78.77999877929688,208900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,79.19999694824219,79.43000030517578,77.73999786376953,78.16999816894531,195100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,77.83999633789062,78.33000183105469,76.88999938964844,78.11000061035156,289500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,77.29000091552734,77.4800033569336,76.0,77.0,332600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,78.52999877929688,79.70999908447266,78.04000091552734,79.51000213623047,495800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,80.66999816894531,81.73999786376953,79.4000015258789,80.68000030517578,413400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,81.08000183105469,82.29000091552734,81.08000183105469,81.81999969482422,323300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,82.08999633789062,83.79000091552734,81.9000015258789,83.73999786376953,313200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,83.86000061035156,83.93000030517578,82.18000030517578,82.81999969482422,252300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,84.25,84.41000366210938,82.30999755859375,82.69999694824219,264100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,82.16000366210938,82.43000030517578,79.83999633789062,80.05999755859375,311900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,80.05999755859375,80.56999969482422,79.0999984741211,80.37999725341797,306000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,79.95999908447266,80.55000305175781,78.08000183105469,78.52999877929688,532600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,78.0,79.0199966430664,77.0,77.19999694824219,366000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,77.55000305175781,77.55000305175781,76.06999969482422,76.97000122070312,314300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,76.52999877929688,76.83999633789062,75.91999816894531,76.69999694824219,343900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,76.9800033569336,79.08000183105469,76.58000183105469,78.70999908447266,428200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,78.66999816894531,79.47000122070312,77.48999786376953,78.41999816894531,859600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,90.01000213623047,93.04000091552734,87.69000244140625,89.86000061035156,2664100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,91.08999633789062,95.87000274658205,90.45999908447266,93.23999786376952,1148000.0,,,,,,,,,,
