Date,Open,High,Low,Close,Volume,"('Adj Close', 'RRR')","('Close', 'RRR')","('High', 'RRR')","('Low', 'RRR')","('Open', 'RRR')","('Volume', 'RRR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,52.77999877929688,54.119998931884766,52.70000076293945,53.40999984741211,738100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,52.56999969482422,52.56999969482422,50.11000061035156,50.18000030517578,471900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,50.7400016784668,50.7400016784668,50.02999877929688,50.2599983215332,350400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,49.72999954223633,51.2400016784668,49.060001373291016,50.45000076293945,217600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,50.650001525878906,52.290000915527344,50.40999984741211,51.84000015258789,537100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,50.77000045776367,50.880001068115234,49.459999084472656,50.43000030517578,609400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,50.130001068115234,50.90999984741211,49.97999954223633,50.380001068115234,314400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,50.119998931884766,50.2400016784668,49.29499816894531,50.22999954223633,317600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,50.70000076293945,50.79999923706055,49.650001525878906,49.790000915527344,212600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,49.18999862670898,50.54999923706055,49.04999923706055,50.54999923706055,277900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,49.68999862670898,51.58000183105469,49.66999816894531,51.40999984741211,411000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,52.34999847412109,52.959999084472656,50.93000030517578,52.04999923706055,625000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,52.41999816894531,54.13999938964844,51.494998931884766,54.0099983215332,626900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,54.34000015258789,54.650001525878906,52.8849983215332,53.790000915527344,523100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,54.5,54.52999877929688,53.130001068115234,53.66999816894531,364800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,54.77000045776367,54.790000915527344,53.125,53.34999847412109,392500.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,54.459999084472656,54.59999847412109,53.59999847412109,54.02000045776367,229600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,54.34000015258789,54.650001525878906,54.0,54.31999969482422,162300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,54.470001220703125,55.810001373291016,54.02000045776367,55.77000045776367,385700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,55.20000076293945,55.790000915527344,55.084999084472656,55.310001373291016,267200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,55.04999923706055,56.11000061035156,54.54999923706055,54.68000030517578,385100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,54.84999847412109,55.61000061035156,54.040000915527344,55.0,321000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,54.5,55.59999847412109,54.08000183105469,55.09000015258789,241100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,54.45000076293945,54.72999954223633,53.54999923706055,54.060001373291016,284300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,54.22999954223633,55.11000061035156,53.900001525878906,55.02999877929688,289200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,54.84000015258789,55.4900016784668,54.51499938964844,55.2400016784668,339600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,57.5,59.30699920654297,56.77000045776367,57.90999984741211,2244300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,58.86000061035156,58.93000030517578,57.56999969482422,58.86000061035156,804300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,58.720001220703125,59.6150016784668,58.5,59.20000076293945,480100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,56.744998931884766,58.040000915527344,56.52000045776367,57.06999969482422,476100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,57.720001220703125,58.25,56.89500045776367,57.9900016784668,277400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,58.20000076293945,59.2400016784668,57.630001068115234,59.15999984741211,465500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,58.33000183105469,59.220001220703125,58.130001068115234,58.5,369700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,58.150001525878906,58.22299957275391,57.400001525878906,57.97999954223633,324000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,57.31999969482422,58.0099983215332,56.90999984741211,57.59999847412109,467600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,57.11000061035156,58.33000183105469,57.09999847412109,57.13999938964844,374100.0,,,,,,,,,,
