Date,Open,High,Low,Close,Volume,"('Adj Close', 'CROX')","('Close', 'CROX')","('High', 'CROX')","('Low', 'CROX')","('Open', 'CROX')","('Volume', 'CROX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,92.6999969482422,95.68000030517578,92.18000030517578,93.7699966430664,1670300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,92.12000274658205,92.22000122070312,88.43000030517578,88.69000244140625,2243500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,88.19000244140625,91.1999969482422,87.91000366210938,89.77999877929688,2094700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,89.0,89.4800033569336,85.70999908447266,86.45999908447266,2856300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,98.5,104.8499984741211,96.0199966430664,104.02999877929688,7258000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,103.3499984741211,104.13999938964844,100.11000061035156,100.12000274658205,2942500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,101.19000244140624,106.0,100.5999984741211,105.16000366210938,2245400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,105.1999969482422,106.83000183105467,103.33999633789062,104.9000015258789,1637100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,105.16000366210938,105.83000183105467,103.08999633789062,103.38999938964844,1432200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,102.80999755859376,102.80999755859376,99.58000183105467,100.7300033569336,1758400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,99.1999969482422,99.93000030517578,98.01000213623048,99.47000122070312,1145500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,100.0999984741211,100.9000015258789,98.56999969482422,100.5,1044400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,100.55999755859376,102.04000091552734,99.0500030517578,101.3499984741211,813000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,102.7300033569336,102.97000122070312,100.9000015258789,102.08999633789062,1234300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,102.70999908447266,103.44000244140624,100.16000366210938,101.98999786376952,1407800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,102.69000244140624,102.79000091552734,99.5999984741211,100.1999969482422,1195700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,100.91999816894533,101.4800033569336,99.25,100.66000366210938,1311900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,102.4499969482422,103.91999816894533,101.73999786376952,102.95999908447266,1639600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,103.1500015258789,104.80999755859376,103.06999969482422,104.4000015258789,1718500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,104.01000213623048,104.43000030517578,103.26000213623048,103.94000244140624,1009200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,103.0,104.68000030517578,101.41000366210938,101.4800033569336,1278400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,103.04000091552734,103.31999969482422,98.88999938964844,100.80999755859376,1759200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,99.58000183105467,99.75,96.91000366210938,98.18000030517578,1664500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,97.52999877929688,97.70999908447266,95.26000213623048,96.20999908447266,922000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,96.48999786376952,99.5999984741211,94.5,99.0,1004300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,99.81999969482422,100.51000213623048,97.86000061035156,99.97000122070312,1021000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,100.97000122070312,104.37000274658205,99.33000183105467,104.30999755859376,1136000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,105.0999984741211,107.7699966430664,104.62000274658205,107.54000091552734,1263900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,108.13999938964844,112.41000366210938,108.0,110.08000183105467,1554100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,105.4000015258789,108.5,104.63999938964844,106.94000244140624,1370100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,108.98999786376952,109.66999816894533,106.0199966430664,108.37000274658205,1944300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,116.66000366210938,122.69000244140624,112.31999969482422,121.62999725341795,4853600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,120.58000183105467,121.12999725341795,117.69000244140624,118.9800033569336,1888000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,117.08000183105467,117.83000183105467,113.6999969482422,115.58999633789062,1482300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,113.88999938964844,116.22000122070312,113.31999969482422,115.72000122070312,861200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,116.6500015258789,118.52999877929688,116.11000061035156,117.29000091552734,1272400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,117.27999877929688,119.44000244140624,117.18000030517578,118.30999755859376,891700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,118.75,120.43000030517578,118.0500030517578,119.87999725341795,1099000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,118.5199966430664,121.63999938964844,118.5199966430664,121.08999633789062,1189800.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,120.16999816894533,124.41999816894533,119.86000061035156,123.26000213623048,1015700.0,,,,,,,,,,
