Date,Open,High,Low,Close,Volume,"('Adj Close', 'AMAT')","('Close', 'AMAT')","('High', 'AMAT')","('Low', 'AMAT')","('Open', 'AMAT')","('Volume', 'AMAT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,160.0,160.11000061035156,153.42999267578125,154.3699951171875,8607300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,151.7100067138672,153.1699981689453,150.72999572753906,151.4499969482422,6100100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,149.8000030517578,152.0,148.75,149.30999755859375,6196100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,150.0800018310547,151.52000427246094,148.0500030517578,149.0,5398900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,149.8300018310547,152.7899932861328,149.72000122070312,151.55999755859375,6515500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,149.8699951171875,151.69000244140625,148.92999267578125,151.02999877929688,5606700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,151.77000427246094,151.89999389648438,148.24000549316406,149.80999755859375,5035700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,150.25,152.44000244140625,148.47999572753906,151.9499969482422,5995600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,152.1999969482422,152.39999389648438,150.3699951171875,151.25,4083200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,151.3000030517578,154.24000549316406,149.83999633789062,153.75999450683594,6528000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,153.11000061035156,153.75,150.1999969482422,153.3699951171875,6630600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,158.66000366210938,160.74000549316406,156.77999877929688,160.33999633789062,8133700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,162.57000732421875,168.27999877929688,162.3000030517578,167.94000244140625,9157600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,168.17999267578125,171.91000366210938,167.63999938964844,168.3000030517578,7176400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,167.75999450683594,168.0,164.7100067138672,167.0500030517578,5053600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,171.38999938964844,175.9600067138672,170.6699981689453,174.13999938964844,9729000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,177.1699981689453,178.39999389648438,172.42999267578125,172.6300048828125,7234400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,169.07000732421875,169.57000732421875,166.6199951171875,166.89999389648438,6653700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,166.30999755859375,168.50999450683594,166.0800018310547,168.47999572753906,5370700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,167.3300018310547,169.1699981689453,165.82000732421875,166.24000549316406,5255300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,164.0,166.6199951171875,160.9600067138672,164.3000030517578,6049400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,165.4600067138672,167.74000549316406,164.8300018310547,166.97000122070312,4082600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,165.9199981689453,169.17999267578125,165.4600067138672,168.17999267578125,4740800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,168.60000610351562,172.27999877929688,168.27999877929688,171.08999633789062,5749100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,170.99000549316406,172.7100067138672,167.5,168.6999969482422,4550100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,170.49000549316406,172.91000366210938,168.8300018310547,170.89999389648438,5103400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,169.99000549316406,175.0,169.3800048828125,173.88999938964844,7327900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,179.0399932861328,186.1499938964844,178.61000061035156,185.83999633789065,9539900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,185.2700042724609,188.2100067138672,184.63999938964844,185.5399932861328,7085400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,178.60000610351562,182.19000244140625,176.94000244140625,180.30999755859372,9692500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,182.63999938964844,186.97999572753903,182.63999938964844,186.19000244140625,8437900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,189.0,189.47000122070312,186.3800048828125,187.66000366210935,8622900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,202.0200042724609,206.7700042724609,197.3000030517578,199.57000732421875,15552000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,195.58999633789065,195.8600006103516,186.1199951171875,189.13999938964844,11216100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,187.9199981689453,190.3699951171875,185.88999938964844,190.3300018310547,6994400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,198.27999877929688,201.5500030517578,196.6699981689453,199.72999572753903,10225900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,199.32000732421875,201.33999633789065,196.6100006103516,197.16000366210935,5108100.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,199.8000030517578,203.9900054931641,199.1300048828125,203.5500030517578,6466600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,203.72999572753903,204.44000244140625,201.22000122070312,202.8600006103516,5167100.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,198.4900054931641,199.17999267578125,196.4900054931641,197.5399932861328,6207900.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,199.91000366210935,202.0,197.25999450683597,201.6199951171875,9449600.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,203.7700042724609,211.3800048828125,203.55999755859372,210.25,7645100.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,212.0,213.3699951171875,209.0399932861328,209.4900054931641,7089800.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,207.75,210.75999450683597,204.77999877929688,207.38999938964844,6100200.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,209.9499969482422,213.50999450683597,209.1300048828125,212.1699981689453,5642400.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,213.22999572753903,214.25999450683597,211.50999450683597,212.6100006103516,6363100.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,212.47999572753903,213.6000061035156,205.38999938964844,205.55999755859372,6932700.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,203.27999877929688,203.27999877929688,197.6100006103516,201.3699951171875,6566600.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,203.8800048828125,205.00999450683597,199.33999633789065,204.94000244140625,7211300.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,202.97000122070312,203.8800048828125,199.94000244140625,200.55999755859372,5050300.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,201.92999267578125,202.3999938964844,199.0500030517578,200.75,4934900.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,199.44000244140625,201.27999877929688,197.0,198.6499938964844,9935600.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,201.67999267578125,203.1699981689453,199.6300048828125,200.72999572753903,5062300.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,199.17999267578125,201.5500030517578,197.3000030517578,201.33999633789065,4624500.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,201.0,205.9199981689453,198.8000030517578,205.05999755859372,4278000.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,213.3699951171875,214.91000366210935,210.3600006103516,210.8000030517578,6145200.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,208.50999450683597,211.72000122070312,208.42999267578125,210.25,3829200.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,207.6300048828125,211.30999755859372,207.3500061035156,208.4600067138672,3137600.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,209.7899932861328,211.2100067138672,206.57000732421875,206.6699981689453,3607400.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,208.0399932861328,208.4900054931641,203.8999938964844,208.0,3123900.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,207.55999755859372,207.6499938964844,202.7100067138672,206.22999572753903,5750100.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,206.92999267578125,211.7700042724609,205.9600067138672,208.69000244140625,3189700.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,206.5800018310547,206.5800018310547,203.3999938964844,206.1100006103516,4311400.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,203.6000061035156,209.1499938964844,203.5,207.3800048828125,3375600.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,211.6100006103516,213.0399932861328,201.6699981689453,203.38999938964844,6242800.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,204.8999938964844,209.52999877929688,204.8999938964844,207.8500061035156,3330100.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,212.8600006103516,213.0,208.1300048828125,209.0399932861328,4435500.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,211.3500061035156,212.1000061035156,207.6300048828125,210.41000366210935,3660100.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,208.88999938964844,211.66000366210935,208.1199951171875,209.25,4645300.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,209.4600067138672,213.3300018310547,208.3600006103516,212.97999572753903,4291600.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,208.0,209.9499969482422,206.91000366210935,207.8600006103516,5852400.0,,,,,,,,,,
