Date,Open,High,Low,Close,Volume,"('Adj Close', 'ULCC')","('Close', 'ULCC')","('High', 'ULCC')","('Low', 'ULCC')","('Open', 'ULCC')","('Volume', 'ULCC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,5.349999904632568,5.449999809265137,5.125,5.309999942779541,2617600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.139999866485596,5.15500020980835,4.829999923706055,4.849999904632568,3460100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.900000095367432,5.170000076293945,4.789999961853027,5.03000020980835,2644900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,4.960000038146973,5.210000038146973,4.960000038146973,5.059999942779541,2107700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,5.0,5.385000228881836,4.960000038146973,5.230000019073486,2531200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.050000190734863,5.199999809265137,5.03000020980835,5.139999866485596,2473400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.170000076293945,5.304999828338623,5.059999942779541,5.199999809265137,2339100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,5.199999809265137,5.380000114440918,5.139999866485596,5.25,2232500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,5.150000095367432,5.199999809265137,4.710000038146973,4.71999979019165,2786400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.710000038146973,4.730000019073486,4.449999809265137,4.590000152587891,3405100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.440000057220459,4.494999885559082,4.139999866485596,4.139999866485596,2882700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.179999828338623,4.699999809265137,4.14900016784668,4.690000057220459,4916700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.730000019073486,4.735000133514404,4.340000152587891,4.590000152587891,3628200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.679999828338623,4.809999942779541,4.599999904632568,4.71999979019165,2568700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.840000152587891,5.324999809265137,4.840000152587891,5.190000057220459,3374200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.349999904632568,5.349999904632568,5.144999980926514,5.21999979019165,1826800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.429999828338623,5.656000137329102,5.300000190734863,5.380000114440918,2505400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.420000076293945,5.449999809265137,5.199999809265137,5.340000152587891,2648700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.340000152587891,5.5,5.139999866485596,5.489999771118164,2181500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.369999885559082,5.460000038146973,5.019999980926514,5.03000020980835,2772600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,4.980000019073486,5.130000114440918,4.820000171661377,4.869999885559082,2859400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,4.949999809265137,5.320000171661377,4.820000171661377,5.309999942779541,3220800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,5.260000228881836,5.409999847412109,5.099999904632568,5.400000095367432,2680200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,5.349999904632568,5.425000190734863,5.130000114440918,5.150000095367432,3863000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,5.5,6.389999866485596,5.429999828338623,6.21999979019165,7199200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,6.5,7.170000076293945,6.429999828338623,6.889999866485596,6898800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,6.949999809265137,7.349999904632568,6.820000171661377,7.320000171661377,4100800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,7.420000076293945,7.579999923706055,7.239999771118164,7.570000171661377,3065900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,7.559999942779541,7.96999979019165,7.545000076293945,7.880000114440918,2653300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,7.570000171661377,7.78000020980835,7.21999979019165,7.480000019073486,3211500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,7.690000057220459,7.760000228881836,7.53000020980835,7.639999866485596,2601400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,7.760000228881836,7.829999923706055,7.539999961853027,7.71999979019165,1920800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,7.521999835968018,8.045000076293945,7.4120001792907715,7.980000019073486,2139000.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,7.829999923706055,8.029999732971191,7.489999771118164,7.650000095367432,2088200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,7.590000152587891,7.625,7.239999771118164,7.300000190734863,1828000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,7.329999923706055,7.539999961853027,7.248000144958496,7.260000228881836,2164000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,7.210000038146973,7.210000038146973,6.960000038146973,7.099999904632568,1520600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,7.090000152587891,7.260000228881836,6.985000133514404,7.039999961853027,1443800.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,7.208000183105469,7.289999961853027,7.059999942779541,7.150000095367432,1366900.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,7.010000228881836,7.175000190734863,6.929999828338623,7.039999961853027,1196900.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,7.059999942779541,7.179999828338623,6.820000171661377,6.940000057220459,1490500.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,6.96999979019165,6.96999979019165,6.757999897003174,6.889999866485596,1252900.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,6.900000095367432,7.71999979019165,6.900000095367432,7.650000095367432,3658100.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,7.449999809265137,7.989999771118164,7.429999828338623,7.96999979019165,3099900.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,8.130000114440918,8.329999923706055,8.005000114440918,8.130000114440918,2637900.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,8.140000343322754,8.239999771118164,7.489999771118164,7.510000228881836,2496200.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,7.599999904632568,7.736999988555908,7.25,7.380000114440918,5995200.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,7.400000095367432,7.614999771118164,7.204999923706055,7.360000133514404,1910800.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,7.269999980926514,7.510000228881836,7.099999904632568,7.5,1796700.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,7.409999847412109,7.755000114440918,7.369999885559082,7.610000133514404,1342100.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,7.590000152587891,7.690000057220459,7.25,7.400000095367432,1150400.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,7.400000095367432,7.599999904632568,7.304999828338623,7.449999809265137,1610900.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,7.420000076293945,7.435999870300293,7.230000019073486,7.28000020980835,1209300.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,7.159999847412109,7.320000171661377,6.949999809265137,7.0,1480300.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,6.889999866485596,7.295000076293945,6.71999979019165,7.21999979019165,1199700.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,7.25,7.28000020980835,7.019999980926514,7.21999979019165,1182800.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,7.190000057220459,7.230000019073486,6.929999828338623,6.940000057220459,1117300.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,6.96999979019165,7.900000095367432,6.960000038146973,7.659999847412109,2999700.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,7.699999809265137,7.875,7.550000190734863,7.639999866485596,1536900.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,7.690000057220459,7.960000038146973,7.570000171661377,7.960000038146973,1097100.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,7.980000019073486,8.289999961853027,7.980000019073486,8.109999656677246,1592700.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,8.220000267028809,8.220000267028809,7.150000095367432,7.190000057220459,2892200.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,7.059999942779541,7.53000020980835,7.010000228881836,7.46999979019165,1961000.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,7.369999885559082,7.429999828338623,7.050000190734863,7.150000095367432,1568600.0,,,,,,,,,,
