Date,Open,High,Low,Close,Volume,"('Adj Close', 'WH')","('Close', 'WH')","('High', 'WH')","('Low', 'WH')","('Open', 'WH')","('Volume', 'WH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,80.23999786376953,81.12999725341797,79.94000244140625,80.2699966430664,782200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,79.23999786376953,79.91999816894531,78.91000366210938,79.13999938964844,692000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,79.1500015258789,79.91999816894531,78.62999725341797,79.61000061035156,770800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,79.30999755859375,80.7300033569336,79.12000274658203,80.02999877929688,385300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,80.0999984741211,81.29000091552734,79.88999938964844,81.29000091552734,617900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,80.72000122070312,81.19499969482422,80.19000244140625,80.61000061035156,406400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,80.61000061035156,81.22000122070312,79.94000244140625,81.02999877929688,618500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,80.88999938964844,81.25,80.36000061035156,80.80999755859375,698800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,81.0999984741211,81.51000213623047,79.9800033569336,80.2300033569336,434300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,79.75,79.90499877929688,79.45999908447266,79.69000244140625,405800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,79.0,79.61000061035156,78.91999816894531,79.22000122070312,409800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,79.3499984741211,80.0199966430664,79.19000244140625,79.7699966430664,353400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,79.9800033569336,80.63500213623047,79.36000061035156,80.4000015258789,384600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,80.5199966430664,80.58999633789062,79.42500305175781,79.54000091552734,713800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,79.58000183105469,79.7750015258789,78.05000305175781,78.5,839100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,79.05999755859375,79.0999984741211,77.7699966430664,77.87000274658203,653100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,78.37999725341797,79.05999755859375,78.25,78.87000274658203,733800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,79.11000061035156,80.11000061035156,78.81999969482422,79.75,344100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,79.58000183105469,80.30000305175781,79.0999984741211,80.27999877929688,449400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,79.54000091552734,80.19999694824219,79.11000061035156,79.7300033569336,501100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,79.1500015258789,79.83999633789062,77.79000091552734,77.93000030517578,642900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,78.08000183105469,79.22000122070312,77.69000244140625,79.19999694824219,558500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,78.75,79.36000061035156,78.4000015258789,78.97000122070312,514100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,78.55000305175781,78.69000244140625,77.7969970703125,78.20999908447266,412000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,78.36000061035156,79.04000091552734,78.24500274658203,78.69999694824219,246500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,78.36000061035156,79.66500091552734,77.94000244140625,79.04000091552734,397700.0,,,,,,,,,,
