Date,Open,High,Low,Close,Volume,"('Adj Close', 'UFPI')","('Close', 'UFPI')","('High', 'UFPI')","('Low', 'UFPI')","('Open', 'UFPI')","('Volume', 'UFPI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,123.87999725341795,125.1500015258789,122.73999786376952,123.55999755859376,202800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,121.5500030517578,121.5500030517578,119.02999877929688,119.11000061035156,266700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,119.31999969482422,119.76000213623048,118.02999877929688,118.4499969482422,236200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,117.3499984741211,120.5199966430664,117.3499984741211,118.18000030517578,215000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,118.56999969482422,120.62999725341795,118.22000122070312,120.54000091552734,218300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,118.70999908447266,119.06999969482422,117.87999725341795,118.6500015258789,223900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,118.4499969482422,119.76000213623048,117.8000030517578,119.61000061035156,179800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,118.8499984741211,119.55999755859376,116.80999755859376,118.76000213623048,177100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,120.11000061035156,120.11000061035156,115.81999969482422,116.66999816894533,246400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,115.55999755859376,116.27999877929688,114.56999969482422,115.98999786376952,248600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,113.97000122070312,115.58000183105467,111.45999908447266,114.22000122070312,194000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,115.3499984741211,116.2300033569336,114.12000274658205,115.80999755859376,171600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,116.2300033569336,116.51000213623048,114.05999755859376,116.31999969482422,198300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,117.6999969482422,118.3499984741211,116.98999786376952,117.69000244140624,297100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,117.98999786376952,118.16000366210938,113.12000274658205,113.25,323100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,115.02999877929688,115.0999984741211,111.22000122070312,112.1999969482422,315300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,114.56999969482422,114.91000366210938,113.25,114.12999725341795,272800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,114.88999938964844,115.2699966430664,113.08999633789062,113.91000366210938,277300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,114.62000274658205,116.31999969482422,113.80999755859376,116.25,223600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,116.25,117.16999816894533,115.58999633789062,116.88999938964844,189200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,116.98999786376952,116.98999786376952,113.33000183105467,113.4499969482422,264900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,114.62999725341795,116.51000213623048,113.47000122070312,116.2699966430664,233800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,114.16000366210938,115.94000244140624,112.43000030517578,115.18000030517578,197800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,113.8000030517578,113.8000030517578,111.0999984741211,112.62999725341795,185200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,112.62999725341795,115.5,112.44000244140624,115.48999786376952,258400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,116.37999725341795,117.79000091552734,115.6999969482422,116.12000274658205,264900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,116.12999725341795,118.0199966430664,116.12999725341795,117.44000244140624,306900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,117.44000244140624,119.37000274658205,116.66999816894533,118.9000015258789,347800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,119.41999816894533,121.88999938964844,119.41999816894533,121.48999786376952,288200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,116.79000091552734,117.26000213623048,114.04000091552734,114.8499984741211,331200.0,,,,,,,,,,
