Date,Open,High,Low,Close,Volume,"('Adj Close', 'RS')","('Close', 'RS')","('High', 'RS')","('Low', 'RS')","('Open', 'RS')","('Volume', 'RS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,278.7699890136719,282.489990234375,278.17999267578125,281.42999267578125,184300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,279.3699951171875,282.260009765625,278.5,279.1300048828125,185200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,279.8399963378906,281.6499938964844,275.239990234375,275.6099853515625,217300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,274.1300048828125,278.4599914550781,273.8800048828125,277.6400146484375,352800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,277.989990234375,284.8599853515625,274.5599975585937,284.3599853515625,236800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,282.5899963378906,282.5899963378906,276.82000732421875,277.489990234375,190600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,276.5599975585937,277.760009765625,275.010009765625,277.0,189300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,277.489990234375,280.9200134277344,276.3999938964844,280.82000732421875,229900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,281.75,282.8299865722656,278.7699890136719,281.9700012207031,133800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,281.0799865722656,281.4800109863281,278.5899963378906,278.5899963378906,243800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,275.9599914550781,280.0899963378906,275.0,278.8500061035156,130100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,280.6700134277344,281.510009765625,279.20001220703125,280.2900085449219,166800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,280.9200134277344,280.9200134277344,276.70001220703125,278.8399963378906,164700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,278.4700012207031,283.3999938964844,278.1300048828125,283.3699951171875,231700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,285.0,286.69000244140625,280.7699890136719,281.5799865722656,212300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,283.1099853515625,284.0299987792969,280.0199890136719,280.9800109863281,163900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,281.489990234375,283.82000732421875,280.0,280.4100036621094,171400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,281.3599853515625,283.7200012207031,279.54998779296875,281.2900085449219,131200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,281.760009765625,284.9200134277344,279.8599853515625,284.8399963378906,165600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,283.1700134277344,291.04998779296875,283.1700134277344,290.75,153000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,291.19000244140625,291.45001220703125,283.8299865722656,285.4200134277344,299900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,286.3900146484375,290.6600036621094,285.8999938964844,289.6000061035156,213900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,289.1000061035156,292.239990234375,286.7300109863281,290.1400146484375,172000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,287.739990234375,289.20001220703125,285.1400146484375,288.6400146484375,128100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,288.5199890136719,291.69000244140625,287.54998779296875,291.3900146484375,149900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,292.7300109863281,298.6000061035156,291.9100036621094,298.260009765625,201100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,297.70001220703125,298.54998779296875,296.8599853515625,297.42999267578125,187800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,298.510009765625,299.75,297.6000061035156,299.6099853515625,205200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,300.0,302.8900146484375,298.1000061035156,298.4700012207031,246600.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,293.0799865722656,294.67999267578125,286.25,289.07000732421875,255500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,290.7099914550781,295.2699890136719,288.57000732421875,294.6499938964844,290900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,319.8800048828125,332.6600036621094,318.1400146484375,332.3399963378906,600600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,331.3999938964844,333.3299865722656,326.3999938964844,326.42999267578125,395100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,323.3599853515625,325.82000732421875,317.32000732421875,317.57000732421875,423500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,318.0199890136719,319.0299987792969,313.4200134277344,316.2699890136719,310000.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,316.2699890136719,320.20001220703125,316.2699890136719,319.29998779296875,215100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,320.70001220703125,325.1199951171875,319.19000244140625,324.1199951171875,226200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,322.8900146484375,327.8099975585937,322.42999267578125,325.5899963378906,177800.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,325.0400085449219,326.3800048828125,322.1000061035156,322.8999938964844,255000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,320.5,324.1600036621094,318.1700134277344,321.4599914550781,249300.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,321.79998779296875,322.3699951171875,317.8299865722656,321.2200012207031,744800.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,322.9599914550781,324.95001220703125,319.8800048828125,320.17999267578125,258500.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,322.0799865722656,325.1700134277344,320.7799987792969,321.7699890136719,250900.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,319.92999267578125,322.5199890136719,318.2900085449219,320.260009765625,185400.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,325.0799865722656,325.0799865722656,319.9599914550781,322.2699890136719,193400.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,323.3800048828125,325.04998779296875,319.5199890136719,321.9800109863281,253600.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,323.54998779296875,324.8500061035156,318.2099914550781,319.79998779296875,311200.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,317.8299865722656,318.5299987792969,312.8299865722656,317.94000244140625,193600.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,318.6000061035156,321.489990234375,316.75,321.17999267578125,176700.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,321.45001220703125,324.2200012207031,318.6199951171875,324.07000732421875,310600.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,323.8800048828125,324.6700134277344,314.2099914550781,319.25,315300.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,316.9800109863281,322.6400146484375,316.9800109863281,320.6400146484375,1078100.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,323.92999267578125,324.19000244140625,320.0400085449219,320.7099914550781,203100.0,,,,,,,,,,
