Date,Open,High,Low,Close,Volume,"('Adj Close', 'SMG')","('Close', 'SMG')","('High', 'SMG')","('Low', 'SMG')","('Open', 'SMG')","('Volume', 'SMG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,62.959999084472656,65.04000091552734,62.43999862670898,64.38999938964844,790700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,62.630001068115234,63.70000076293945,60.90999984741211,60.959999084472656,843900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,60.77000045776367,62.02000045776367,60.47999954223633,61.150001525878906,605500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,60.810001373291016,63.31999969482422,60.72999954223633,61.86000061035156,515800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,61.72999954223633,64.37999725341797,60.77999877929688,63.2599983215332,476300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,62.04999923706055,62.720001220703125,61.400001525878906,62.0,326100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,61.5,61.88999938964844,60.810001373291016,61.08000183105469,371500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,60.90999984741211,61.25,59.650001525878906,59.90999984741211,560000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,60.40999984741211,60.880001068115234,58.38999938964844,58.95000076293945,681700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,57.869998931884766,58.79999923706055,56.59999847412109,58.47999954223633,681600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,57.220001220703125,57.720001220703125,56.119998931884766,57.459999084472656,447400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,57.79999923706055,58.63999938964844,57.27000045776367,58.38999938964844,584700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,58.459999084472656,59.310001373291016,57.310001373291016,58.86000061035156,466100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,59.11000061035156,60.630001068115234,59.11000061035156,59.7400016784668,655100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,61.0,61.59000015258789,58.66999816894531,59.52000045776367,558200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,60.15999984741211,60.15999984741211,57.34000015258789,57.650001525878906,827800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,58.36000061035156,58.97999954223633,56.5,57.619998931884766,468200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,58.20000076293945,59.27000045776367,57.650001525878906,57.810001373291016,611500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,57.810001373291016,59.20000076293945,57.2400016784668,58.970001220703125,969600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,58.4900016784668,58.959999084472656,56.2400016784668,57.16999816894531,606900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,57.0,58.5099983215332,55.93999862670898,56.2599983215332,823200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,56.65999984741211,58.02000045776367,56.02999877929688,57.93999862670898,669100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,56.93000030517578,58.06999969482422,55.08000183105469,57.43999862670898,806700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,56.29999923706055,56.959999084472656,53.5,53.52999877929688,1046400.0,,,,,,,,,,
