Date,Open,High,Low,Close,Volume,"('Adj Close', 'RUSHB')","('Close', 'RUSHB')","('High', 'RUSHB')","('Low', 'RUSHB')","('Open', 'RUSHB')","('Volume', 'RUSHB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,52.33000183105469,52.93999862670898,51.810001373291016,52.06999969482422,14300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,52.02999877929688,52.02999877929688,49.90999984741211,49.93000030517578,31600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,50.25,50.5,49.43000030517578,49.720001220703125,12300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,49.33000183105469,49.7400016784668,48.52999877929688,48.65999984741211,17000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,48.459999084472656,49.33000183105469,48.459999084472656,49.130001068115234,16200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,48.52000045776367,48.52000045776367,47.59000015258789,47.59999847412109,14800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,47.09999847412109,47.27999877929688,46.90999984741211,47.27999877929688,11900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,46.43999862670898,46.93000030517578,46.43000030517578,46.75,15300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,47.27000045776367,47.27000045776367,46.08000183105469,46.08000183105469,13300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,45.790000915527344,46.0,45.63999938964844,45.86000061035156,16600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,45.27000045776367,45.77999877929688,45.0,45.18999862670898,9900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,46.04999923706055,46.59999847412109,45.83000183105469,46.43000030517578,12000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,46.83000183105469,46.83000183105469,45.7599983215332,46.56999969482422,7700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,46.59000015258789,47.880001068115234,46.59000015258789,47.709999084472656,11900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,48.31999969482422,48.31999969482422,47.40999984741211,47.459999084472656,28000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,47.91999816894531,48.06999969482422,46.68000030517578,47.06999969482422,17700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,47.84999847412109,48.630001068115234,47.66999816894531,48.630001068115234,13600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,48.630001068115234,48.630001068115234,47.75,48.15999984741211,10200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,48.630001068115234,49.2400016784668,48.630001068115234,49.2400016784668,5900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,49.29999923706055,49.61000061035156,49.29999923706055,49.400001525878906,5700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,48.02999877929688,48.02999877929688,47.27000045776367,47.27000045776367,13200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,48.70000076293945,48.91999816894531,47.91999816894531,48.91999816894531,11800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,48.08000183105469,49.15999984741211,48.08000183105469,48.7599983215332,17900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,48.16999816894531,48.540000915527344,47.40999984741211,48.06999969482422,17900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,48.09999847412109,49.13999938964844,48.09999847412109,48.4900016784668,9300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,48.7400016784668,49.41999816894531,48.58000183105469,48.7599983215332,14200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,48.5,49.380001068115234,48.47999954223633,49.380001068115234,10100.0,,,,,,,,,,
