Date,Open,High,Low,Close,Volume,"('Adj Close', 'MBWM')","('Close', 'MBWM')","('High', 'MBWM')","('Low', 'MBWM')","('Open', 'MBWM')","('Volume', 'MBWM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,40.09000015258789,40.970001220703125,39.880001068115234,40.2599983215332,39700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,40.130001068115234,40.27999877929688,38.959999084472656,39.130001068115234,41800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,39.209999084472656,39.790000915527344,39.209999084472656,39.45000076293945,46700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,39.31999969482422,40.06999969482422,39.31999969482422,39.650001525878906,58700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,39.720001220703125,39.79999923706055,39.08000183105469,39.619998931884766,27000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,39.11000061035156,39.2400016784668,38.77000045776367,38.9900016784668,32300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,38.90999984741211,39.220001220703125,38.70000076293945,38.79999923706055,68700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,38.400001525878906,38.400001525878906,37.5,38.369998931884766,96700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,38.900001525878906,38.900001525878906,37.34999847412109,37.84999847412109,50700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,40.20000076293945,40.20000076293945,34.25,37.130001068115234,164700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,37.2599983215332,38.43999862670898,36.66999816894531,38.0099983215332,105200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,38.4900016784668,39.0,38.09000015258789,38.68000030517578,98300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,39.060001373291016,39.880001068115234,38.34000015258789,39.04999923706055,181700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,39.70000076293945,41.33000183105469,39.63999938964844,41.27000045776367,109500.0,,,,,,,,,,
