Date,Open,High,Low,Close,Volume,"('Adj Close', 'ERIE')","('Close', 'ERIE')","('High', 'ERIE')","('Low', 'ERIE')","('Open', 'ERIE')","('Volume', 'ERIE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,332.4800109863281,335.4200134277344,331.5599975585937,335.0,59800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,334.7699890136719,337.3699951171875,331.95001220703125,332.6499938964844,88700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,332.6499938964844,338.0,332.6499938964844,334.010009765625,97100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,333.0400085449219,334.5,329.7900085449219,329.8099975585937,74600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,330.8699951171875,330.8699951171875,324.9599914550781,328.94000244140625,86300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,328.0,328.0299987792969,321.04998779296875,327.67999267578125,82600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,328.25,328.6000061035156,325.5,328.29998779296875,86800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,328.20001220703125,334.6199951171875,325.45001220703125,334.5899963378906,75500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,335.9800109863281,342.5400085449219,333.2799987792969,341.44000244140625,85900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,340.8999938964844,344.2300109863281,337.3099975585937,337.45001220703125,108300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,335.3099975585937,341.760009765625,335.3099975585937,338.3999938964844,54100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,340.0899963378906,343.82000732421875,337.0400085449219,342.70001220703125,79700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,344.7699890136719,345.8500061035156,336.4100036621094,340.0400085449219,117300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,342.07000732421875,345.25,340.29998779296875,342.1499938964844,66600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,342.8500061035156,344.3900146484375,335.8099975585937,338.4700012207031,100100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,339.04998779296875,341.94000244140625,336.2900085449219,338.54998779296875,113300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,338.7099914550781,340.2900085449219,333.79998779296875,337.5400085449219,147600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,339.3599853515625,346.1400146484375,338.2900085449219,345.2300109863281,104400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,345.0,347.92999267578125,342.2300109863281,342.6700134277344,134800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,342.6700134277344,346.5299987792969,339.3299865722656,344.8500061035156,91800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,345.3900146484375,350.04998779296875,338.3900146484375,345.8299865722656,1057900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,343.6300048828125,346.989990234375,337.5799865722656,346.989990234375,121800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,347.5199890136719,348.8299865722656,339.7799987792969,347.3900146484375,81900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,346.3599853515625,346.57000732421875,343.1600036621094,343.6099853515625,57200.0,,,,,,,,,,
