Date,Open,High,Low,Close,Volume,"('Adj Close', 'EYPT')","('Close', 'EYPT')","('High', 'EYPT')","('Low', 'EYPT')","('Open', 'EYPT')","('Volume', 'EYPT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,22.61000061035156,23.190000534057617,21.709999084472656,22.520000457763672,1939900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,22.200000762939453,22.700000762939453,20.59000015258789,20.959999084472656,966100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,20.899999618530277,21.01000022888184,19.6299991607666,19.93000030517578,1358400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,19.63999938964844,20.5,19.1200008392334,20.399999618530277,796300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,20.06999969482422,21.979999542236328,19.540000915527344,21.940000534057617,643800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,21.76000022888184,22.0,20.290000915527344,21.46999931335449,930000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,21.899999618530277,21.90999984741211,19.88999938964844,20.229999542236328,615300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,19.90999984741211,20.489999771118164,19.030000686645508,20.36000061035156,1067000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,21.280000686645508,22.850000381469727,20.600000381469727,22.76000022888184,1399400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,22.09000015258789,22.88999938964844,21.450000762939453,22.76000022888184,1070100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,21.700000762939453,22.059999465942383,21.21999931335449,21.8700008392334,808500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,22.020000457763672,22.940000534057617,21.420000076293945,22.86000061035156,859700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,22.950000762939453,23.21999931335449,21.450000762939453,22.31999969482422,705900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,23.100000381469727,24.88999938964844,21.770000457763672,23.979999542236328,2049300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,24.399999618530277,25.0,23.34000015258789,24.90999984741211,827500.0,,,,,,,,,,
