Date,Open,High,Low,Close,Volume,"('Adj Close', 'OSS')","('Close', 'OSS')","('High', 'OSS')","('Low', 'OSS')","('Open', 'OSS')","('Volume', 'OSS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.140000104904175,2.180000066757202,2.0199999809265137,2.125999927520752,9700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.180000066757202,2.191999912261963,2.0999999046325684,2.180000066757202,9000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.150000095367432,2.25,2.140000104904175,2.140000104904175,9100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.140000104904175,2.180000066757202,2.130000114440918,2.140000104904175,7700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.130000114440918,2.1540000438690186,2.0299999713897705,2.0299999713897705,9600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.069999933242798,2.0820000171661377,2.0299999713897705,2.059999942779541,7800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.049999952316284,2.049999952316284,1.940000057220459,1.940000057220459,21200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.909999966621399,1.962000012397766,1.899999976158142,1.909999966621399,7800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.9600000381469729,2.009999990463257,1.9600000381469729,1.9700000286102293,9200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.909999966621399,1.9839999675750728,1.909999966621399,1.9299999475479128,12400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.919999957084656,1.9900000095367432,1.899999976158142,1.919999957084656,21200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.8899999856948853,2.059999942779541,1.8899999856948853,1.919999957084656,13700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.899999976158142,2.059999942779541,1.899999976158142,1.940000057220459,15100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.899999976158142,2.015000104904175,1.7899999618530271,1.909999966621399,255100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.8799999952316284,2.095000028610229,1.8799999952316284,1.9600000381469729,21800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.9850000143051147,2.0299999713897705,1.919999957084656,1.9900000095367432,14900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.9459999799728396,2.009999990463257,1.9459999799728396,1.9800000190734863,6000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.9900000095367432,2.0199999809265137,1.9880000352859497,2.0199999809265137,7300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.049999952316284,2.0999999046325684,2.0,2.0999999046325684,9400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.049999952316284,2.0999999046325684,2.049999952316284,2.0999999046325684,12900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.0999999046325684,2.0999999046325684,2.0299999713897705,2.0899999141693115,18400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,2.140000104904175,2.140000104904175,1.9299999475479128,2.009999990463257,24800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,2.0,2.009999990463257,1.940000057220459,2.009999990463257,18200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.9800000190734863,2.009999990463257,1.9600000381469729,1.9800000190734863,9300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.9919999837875368,2.1700000762939453,1.9919999837875368,2.049999952316284,22700.0,,,,,,,,,,
