Date,Open,High,Low,Close,Volume,"('Adj Close', 'AMCX')","('Close', 'AMCX')","('High', 'AMCX')","('Low', 'AMCX')","('Open', 'AMCX')","('Volume', 'AMCX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,18.709999084472656,19.549999237060547,18.350000381469727,19.190000534057617,281500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,18.65999984741211,18.899999618530277,17.969999313354492,18.40999984741211,332500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,18.559999465942383,18.709999084472656,18.190000534057617,18.479999542236328,263200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,18.36000061035156,19.38999938964844,18.299999237060547,18.770000457763672,427000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,18.739999771118164,19.170000076293945,18.46999931335449,19.15999984741211,343700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,18.75,19.049999237060547,18.530000686645508,19.020000457763672,492100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,19.020000457763672,19.440000534057617,18.850000381469727,19.31999969482422,276400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,19.11000061035156,19.11000061035156,18.07999992370605,18.290000915527344,397200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,18.61000061035156,18.6299991607666,18.170000076293945,18.25,289600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,18.0,18.0,16.950000762939453,17.1299991607666,366600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,16.770000457763672,17.170000076293945,16.670000076293945,17.079999923706055,356900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,17.1200008392334,17.3700008392334,17.020000457763672,17.31999969482422,258700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,17.450000762939453,17.690000534057617,17.010000228881836,17.670000076293945,409700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,17.8700008392334,18.790000915527344,17.739999771118164,18.63999938964844,421700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,18.809999465942383,19.38999938964844,18.520000457763672,18.670000076293945,385200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,19.020000457763672,19.020000457763672,17.219999313354492,17.459999084472656,454900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,17.959999084472656,18.690000534057617,17.81999969482422,18.690000534057617,381700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,18.729999542236328,18.96999931335449,18.3700008392334,18.440000534057617,296900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,18.309999465942383,18.530000686645508,17.920000076293945,18.399999618530277,262600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,18.25,18.56999969482422,18.07999992370605,18.3700008392334,241800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,18.459999084472656,19.270000457763672,18.07999992370605,18.09000015258789,334400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,18.280000686645508,18.559999465942383,17.719999313354492,18.34000015258789,303200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,17.989999771118164,18.479999542236328,17.780000686645508,18.100000381469727,321600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,17.709999084472656,18.0,17.549999237060547,17.579999923706055,340400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,17.530000686645508,18.040000915527344,17.389999389648438,17.6299991607666,334700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,17.6299991607666,17.6299991607666,15.850000381469728,17.010000228881836,651000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,17.229999542236328,17.229999542236328,16.770000457763672,17.040000915527344,431300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,15.199999809265137,15.649999618530272,13.359999656677246,14.40999984741211,1719100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,13.979999542236328,14.890000343322754,13.979999542236328,14.710000038146973,758000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,13.93000030517578,14.100000381469728,13.34000015258789,13.399999618530272,671800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,13.470000267028809,14.1899995803833,13.420000076293944,13.9399995803833,782000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,14.100000381469728,14.710000038146973,13.970000267028809,14.300000190734863,656000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,14.09000015258789,14.119999885559082,13.31999969482422,13.31999969482422,638600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,13.020000457763672,13.510000228881836,13.020000457763672,13.279999732971191,640000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,13.220000267028809,13.449999809265137,12.859999656677246,13.229999542236328,488600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,13.170000076293944,13.199999809265137,12.6899995803833,12.800000190734863,462800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,12.800000190734863,12.800000190734863,12.390000343322754,12.43000030517578,494300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,12.380000114440918,12.59000015258789,12.119999885559082,12.260000228881836,801600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,12.43000030517578,12.890000343322754,12.43000030517578,12.729999542236328,633500.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,12.56999969482422,13.09000015258789,12.489999771118164,12.81999969482422,597400.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,13.130000114440918,13.539999961853027,12.770000457763672,12.9399995803833,614700.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,13.170000076293944,13.220000267028809,12.760000228881836,13.149999618530272,464600.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,13.15999984741211,13.56999969482422,12.479999542236328,12.670000076293944,558400.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,12.539999961853027,12.739999771118164,12.31999969482422,12.359999656677246,533000.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,12.630000114440918,12.869999885559082,12.4399995803833,12.449999809265137,478500.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,12.600000381469728,12.779999732971191,11.920000076293944,12.050000190734863,564400.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,12.329999923706056,12.630000114440918,11.699999809265137,11.850000381469728,597300.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,11.760000228881836,12.649999618530272,11.720000267028809,12.279999732971191,775300.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,12.399999618530272,12.699999809265137,12.25,12.59000015258789,709700.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,12.510000228881836,13.149999618530272,12.300000190734863,12.670000076293944,721700.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,12.68000030517578,12.699999809265137,12.15999984741211,12.289999961853027,908400.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,12.260000228881836,12.59000015258789,12.010000228881836,12.229999542236328,9041100.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,12.43000030517578,13.109999656677246,11.84000015258789,12.899999618530272,758800.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,12.739999771118164,13.199999809265137,12.329999923706056,13.050000190734863,607400.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,12.899999618530272,13.289999961853027,12.43000030517578,13.140000343322754,499700.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,13.09000015258789,13.130000114440918,12.359999656677246,12.369999885559082,543800.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,12.34000015258789,12.40999984741211,11.609999656677246,11.630000114440918,494200.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,11.649999618530272,12.229999542236328,11.539999961853027,12.220000267028809,569100.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,12.25,12.380000114440918,11.859999656677246,11.90999984741211,453500.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,11.880000114440918,12.399999618530272,11.869999885559082,12.289999961853027,637700.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,12.359999656677246,12.420000076293944,11.989999771118164,12.130000114440918,539300.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,12.220000267028809,12.220000267028809,11.670000076293944,11.84000015258789,461100.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,11.649999618530272,11.75,11.34000015258789,11.5600004196167,554600.0,,,,,,,,,,
