Date,Open,High,Low,Close,Volume,"('Adj Close', 'FCEL')","('Close', 'FCEL')","('High', 'FCEL')","('Low', 'FCEL')","('Open', 'FCEL')","('Volume', 'FCEL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,47.400001525878906,49.79999923706055,45.900001525878906,46.20000076293945,407090.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,45.29999923706055,45.59999847412109,43.5,44.70000076293945,406870.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,44.70000076293945,46.20000076293945,43.5,44.400001525878906,453693.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,44.09999847412109,45.29999923706055,41.70000076293945,42.0,384817.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,41.70000076293945,42.900001525878906,40.20000076293945,42.0,280077.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,41.400001525878906,42.0,40.20000076293945,40.20000076293945,234837.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,39.900001525878906,40.5,38.400001525878906,39.59999847412109,338883.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,39.29999923706055,39.29999923706055,36.59999847412109,37.5,341463.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,37.5,39.900001525878906,36.29999923706055,36.29999923706055,370097.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,36.0,36.900001525878906,34.5,34.79999923706055,334933.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,34.20000076293945,34.5,32.70000076293945,33.29999923706055,385603.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,33.900001525878906,34.79999923706055,33.0,34.20000076293945,411347.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,34.79999923706055,35.400001525878906,33.0,35.099998474121094,386687.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,36.0,38.09999847412109,34.5,36.0,415663.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,37.5,39.29999923706055,36.59999847412109,38.400001525878906,474593.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,39.0,40.5,36.0,36.29999923706055,449140.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,36.59999847412109,37.5,35.400001525878906,36.29999923706055,306687.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,36.900001525878906,38.09999847412109,36.29999923706055,36.59999847412109,236660.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,36.59999847412109,38.400001525878906,35.70000076293945,37.79999923706055,268477.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,37.5,38.400001525878906,36.900001525878906,37.20000076293945,238003.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,36.29999923706055,39.59999847412109,36.0,36.0,689123.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,37.5,41.70000076293945,37.20000076293945,39.29999923706055,912170.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,37.79999923706055,38.70000076293945,37.20000076293945,38.09999847412109,423757.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,36.900001525878906,36.900001525878906,34.5,35.099998474121094,508407.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,36.59999847412109,37.5,35.099998474121094,36.900001525878906,444403.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,37.5,38.70000076293945,36.0,37.5,480123.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,36.900001525878906,38.09999847412109,36.29999923706055,37.5,374187.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,37.5,41.400001525878906,37.5,41.09999847412109,549967.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,41.09999847412109,45.59999847412109,40.5,45.0,537117.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,41.400001525878906,42.900001525878906,39.59999847412109,40.5,443280.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,41.70000076293945,42.900001525878906,40.20000076293945,42.29999923706055,360020.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,42.29999923706055,43.20000076293945,40.79999923706055,42.0,279297.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,41.400001525878906,42.29999923706055,40.5,41.400001525878906,323447.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,40.20000076293945,41.09999847412109,38.400001525878906,39.0,325217.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,38.70000076293945,38.70000076293945,37.20000076293945,37.79999923706055,290137.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,38.70000076293945,38.70000076293945,35.099998474121094,35.400001525878906,404567.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,36.29999923706055,36.29999923706055,33.900001525878906,34.20000076293945,430913.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,34.20000076293945,35.400001525878906,33.29999923706055,34.20000076293945,373853.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,35.400001525878906,37.5,34.5,37.20000076293945,490743.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,36.900001525878906,38.400001525878906,36.0,36.59999847412109,368517.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,36.900001525878906,39.0,35.400001525878906,35.70000076293945,453180.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,36.29999923706055,38.400001525878906,34.79999923706055,37.20000076293945,399977.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,37.5,38.09999847412109,36.0,37.20000076293945,298650.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,36.59999847412109,36.900001525878906,35.099998474121094,35.400001525878906,376377.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,36.0,37.5,34.5,36.59999847412109,593353.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,36.0,36.900001525878906,33.0,33.29999923706055,797583.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,33.900001525878906,35.099998474121094,33.29999923706055,33.900001525878906,579513.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,33.900001525878906,35.70000076293945,33.29999923706055,33.29999923706055,412537.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,33.599998474121094,33.900001525878906,31.799999237060547,31.799999237060547,423410.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,32.400001525878906,33.0,30.600000381469727,30.899999618530277,378547.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,30.899999618530277,31.200000762939453,29.399999618530277,30.0,546293.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,30.0,33.599998474121094,29.399999618530277,33.0,573373.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,33.0,33.0,31.799999237060547,32.099998474121094,232357.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,30.899999618530277,32.70000076293945,30.899999618530277,31.799999237060547,232740.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,31.5,35.400001525878906,31.200000762939453,34.5,360517.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,34.5,36.59999847412109,34.20000076293945,36.0,561250.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,36.0,36.0,33.900001525878906,34.20000076293945,248620.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,33.900001525878906,36.0,33.29999923706055,33.599998474121094,314097.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,33.599998474121094,35.400001525878906,33.0,33.0,359033.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,33.599998474121094,35.400001525878906,33.0,34.79999923706055,318953.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,34.79999923706055,36.59999847412109,34.79999923706055,35.70000076293945,380207.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,36.0,36.0,34.20000076293945,36.0,285610.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,35.099998474121094,35.099998474121094,33.599998474121094,33.900001525878906,247077.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,33.900001525878906,34.20000076293945,33.0,33.900001525878906,269780.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,33.900001525878906,36.29999923706055,33.599998474121094,34.20000076293945,384827.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,33.900001525878906,35.099998474121094,33.29999923706055,33.900001525878906,260647.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,34.5,35.400001525878906,33.900001525878906,34.5,309327.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,34.79999923706055,37.20000076293945,34.79999923706055,36.29999923706055,381167.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,35.099998474121094,35.400001525878906,33.900001525878906,34.5,428493.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,34.5,35.400001525878906,33.29999923706055,34.20000076293945,395093.0,,,,,,,,,,
2024-04-11 20:00:00-04:00,33.900001525878906,34.79999923706055,33.0,33.0,264667.0,,,,,,,,,,
2024-04-14 20:00:00-04:00,33.599998474121094,33.599998474121094,30.299999237060547,30.600000381469727,449627.0,,,,,,,,,,
2024-04-15 20:00:00-04:00,30.600000381469727,31.200000762939453,30.0,30.0,324850.0,,,,,,,,,,
2024-04-16 20:00:00-04:00,30.299999237060547,30.899999618530277,30.0,30.0,284997.0,,,,,,,,,,
2024-04-17 20:00:00-04:00,30.0,30.299999237060547,27.600000381469727,27.899999618530277,2307753.0,,,,,,,,,,
2024-04-18 20:00:00-04:00,28.200000762939453,28.5,26.100000381469727,26.399999618530277,981817.0,,,,,,,,,,
2024-04-21 20:00:00-04:00,27.0,27.0,23.700000762939453,24.299999237060547,1743210.0,,,,,,,,,,
2024-04-22 20:00:00-04:00,24.600000381469727,28.799999237060547,24.299999237060547,27.600000381469727,1794450.0,,,,,,,,,,
2024-04-23 20:00:00-04:00,28.799999237060547,28.799999237060547,25.5,25.799999237060547,1269627.0,,,,,,,,,,
