Date,Open,High,Low,Close,Volume,"('Adj Close', 'HYMC')","('Close', 'HYMC')","('High', 'HYMC')","('Low', 'HYMC')","('Open', 'HYMC')","('Volume', 'HYMC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.5,2.690000057220459,2.400000095367432,2.5799999237060547,197700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.609999895095825,2.609999895095825,2.319999933242798,2.400000095367432,248700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.4100000858306885,2.427000045776367,2.299999952316284,2.319999933242798,92600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.3499999046325684,2.674000024795532,2.220000028610229,2.380000114440918,261300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.380000114440918,2.549999952316284,2.3299999237060547,2.5,168700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.5,2.7100000381469727,2.430000066757202,2.690000057220459,289900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.650000095367432,2.650000095367432,2.4100000858306885,2.4200000762939453,296200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.470000028610229,2.4800000190734863,2.3399999141693115,2.400000095367432,119500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.5,2.5299999713897705,2.369999885559082,2.390000104904175,167300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.359999895095825,2.369999885559082,2.150000095367432,2.180000066757202,171700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.1600000858306885,2.200000047683716,2.1029999256134038,2.180000066757202,89700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.1600000858306885,2.200000047683716,2.0199999809265137,2.0799999237060547,103500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.119999885559082,2.119999885559082,1.9900000095367432,2.0799999237060547,95100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.049999952316284,2.1700000762939453,2.039999961853028,2.069999933242798,92200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.119999885559082,2.2039999961853027,2.0899999141693115,2.1700000762939453,103300.0,,,,,,,,,,
