Date,Open,High,Low,Close,Volume,"('Adj Close', 'LVO')","('Close', 'LVO')","('High', 'LVO')","('Low', 'LVO')","('Open', 'LVO')","('Volume', 'LVO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.309999942779541,1.3899999856948853,1.2200000286102295,1.25,328600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.2000000476837158,1.2699999809265137,1.1799999475479126,1.25,223200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.2400000095367432,1.3700000047683716,1.2400000095367432,1.2699999809265137,149200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.25,1.3200000524520874,1.2300000190734863,1.2899999618530271,158100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.2799999713897705,1.3700000047683716,1.2619999647140503,1.3600000143051147,88800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.3200000524520874,1.4700000286102295,1.2899999618530271,1.399999976158142,278900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.399999976158142,1.4299999475479126,1.3200000524520874,1.350000023841858,112600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.3200000524520874,1.350000023841858,1.2799999713897705,1.2899999618530271,139000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.3300000429153442,1.3300000429153442,1.2599999904632568,1.2999999523162842,56200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.2799999713897705,1.3289999961853027,1.2599999904632568,1.2799999713897705,73900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.2599999904632568,1.309999942779541,1.25,1.2999999523162842,28700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.2799999713897705,1.350000023841858,1.2400000095367432,1.340000033378601,156800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.340000033378601,1.3899999856948853,1.2999999523162842,1.3300000429153442,209100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.340000033378601,1.3899999856948853,1.3300000429153442,1.350000023841858,192100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.350000023841858,1.3799999952316284,1.2999999523162842,1.3200000524520874,165900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.3300000429153442,1.5299999713897705,1.3200000524520874,1.5149999856948853,714800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.5099999904632568,1.5199999809265137,1.3600000143051147,1.3899999856948853,301900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.3899999856948853,1.5399999618530271,1.3899999856948853,1.5099999904632568,322700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.4800000190734863,1.5099999904632568,1.4299999475479126,1.4700000286102295,156000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.4600000381469729,1.5399999618530271,1.4199999570846558,1.440000057220459,238400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.409999966621399,1.4700000286102295,1.409999966621399,1.4299999475479126,162200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.4299999475479126,1.4299999475479126,1.3899999856948853,1.4299999475479126,106200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.3899999856948853,1.4800000190734863,1.3899999856948853,1.4299999475479126,107700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.4299999475479126,1.5499999523162842,1.4299999475479126,1.5499999523162842,320200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.5499999523162842,1.590000033378601,1.5199999809265137,1.590000033378601,212500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.590000033378601,1.590000033378601,1.4299999475479126,1.4700000286102295,233900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.399999976158142,1.565999984741211,1.0199999809265137,1.4900000095367432,675000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1.4600000381469729,1.5,1.3799999952316284,1.399999976158142,70200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,1.399999976158142,1.5299999713897705,1.399999976158142,1.5,157300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,1.4500000476837158,1.5299999713897705,1.4199999570846558,1.4600000381469729,118700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,1.4299999475479126,1.440000057220459,1.3600000143051147,1.409999966621399,233700.0,,,,,,,,,,
