Date,Open,High,Low,Close,Volume,"('Adj Close', 'ESP')","('Close', 'ESP')","('High', 'ESP')","('Low', 'ESP')","('Open', 'ESP')","('Volume', 'ESP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,18.940000534057617,18.940000534057617,18.559999465942383,18.770000457763672,4200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,18.96999931335449,19.0,18.600000381469727,19.0,7900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,18.950000762939453,19.1299991607666,18.770000457763672,19.1299991607666,5000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,19.020000457763672,19.21999931335449,18.88999938964844,18.88999938964844,4600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,19.09000015258789,19.200000762939453,18.88999938964844,19.1200008392334,4600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,19.149999618530277,19.149999618530277,19.06999969482422,19.1299991607666,2000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,19.190000534057617,19.280000686645508,18.88999938964844,19.020000457763672,8600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,19.170000076293945,19.25,18.6299991607666,18.75,8900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,18.780000686645508,18.780000686645508,18.489999771118164,18.6200008392334,4400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,18.600000381469727,18.84000015258789,18.1200008392334,18.3700008392334,22700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,17.969999313354492,18.81999969482422,17.969999313354492,18.299999237060547,11800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,18.3700008392334,19.46999931335449,18.32999992370605,19.31999969482422,17500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,19.06999969482422,20.6299991607666,19.0,20.350000381469727,23900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,19.940000534057617,21.86000061035156,19.920000076293945,21.309999465942383,36900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,21.76000022888184,22.299999237060547,21.0,21.040000915527344,28700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,21.520000457763672,22.01000022888184,20.71999931335449,20.71999931335449,7700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,21.299999237060547,21.51000022888184,20.790000915527344,21.51000022888184,6800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,21.71999931335449,21.989999771118164,21.01000022888184,21.030000686645508,4500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,21.399999618530277,21.399999618530277,20.90999984741211,21.3700008392334,5500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,21.290000915527344,21.809999465942383,21.1299991607666,21.5,9200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,21.46999931335449,22.07999992370605,21.46999931335449,22.0,5500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,21.559999465942383,22.979999542236328,21.51000022888184,22.5,15000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,23.299999237060547,23.38999938964844,21.700000762939453,22.46999931335449,22300.0,,,,,,,,,,
