Date,Open,High,Low,Close,Volume,"('Adj Close', 'JRSH')","('Close', 'JRSH')","('High', 'JRSH')","('Low', 'JRSH')","('Open', 'JRSH')","('Volume', 'JRSH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.1600000858306885,3.187999963760376,3.0999999046325684,3.150000095367432,9900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.150000095367432,3.190000057220459,3.150000095367432,3.180000066757202,3900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.150000095367432,3.1600000858306885,3.009999990463257,3.119999885559082,16800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.1600000858306885,3.180000066757202,3.13700008392334,3.140000104904175,3100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.180000066757202,3.180000066757202,3.125,3.1449999809265137,3400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.1459999084472656,3.174000024795532,3.0999999046325684,3.130000114440918,5400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.0799999237060547,3.119999885559082,3.0799999237060547,3.111000061035156,6700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.0799999237060547,3.0799999237060547,3.000999927520752,3.0199999809265137,9600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.039999961853028,3.049999952316284,3.0,3.009999990463257,5500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.002000093460083,3.025000095367432,2.9600000381469727,2.9600000381469727,14700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.049999952316284,3.049999952316284,2.9210000038146973,2.950000047683716,9600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.039999961853028,3.039999961853028,2.930000066757202,2.950000047683716,2800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.0,3.0,2.9200000762939453,2.9600000381469727,18600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.990000009536743,2.990000009536743,2.9800000190734863,2.9800000190734863,2500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.990000009536743,3.000999927520752,2.9749999046325684,2.990000009536743,12500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.990000009536743,3.009999990463257,2.970000028610229,2.9800000190734863,17900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.009999990463257,3.009999990463257,2.9800000190734863,3.0,5300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.0,3.059000015258789,2.9800000190734863,3.0299999713897705,28900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.9730000495910645,3.0899999141693115,2.9730000495910645,3.0,8400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.970000028610229,3.0899999141693115,2.9649999141693115,3.0450000762939453,18100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,2.9600000381469727,3.0899999141693115,2.9600000381469727,3.069999933242798,9300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.049999952316284,3.0999999046325684,3.039999961853028,3.0999999046325684,9200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.075000047683716,3.130000114440918,3.075000047683716,3.119999885559082,12700.0,,,,,,,,,,
