Date,Open,High,Low,Close,Volume,"('Adj Close', 'MRKR')","('Close', 'MRKR')","('High', 'MRKR')","('Low', 'MRKR')","('Open', 'MRKR')","('Volume', 'MRKR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,5.369999885559082,5.650000095367432,5.25,5.460000038146973,48300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.460000038146973,5.460000038146973,5.0,5.210000038146973,36600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.289999961853027,5.289999961853027,5.079999923706055,5.25,16700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,5.349999904632568,5.409999847412109,4.699999809265137,4.820000171661377,49500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.730000019073486,5.099999904632568,4.619999885559082,4.940000057220459,31600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.0,5.0,4.619999885559082,4.960000038146973,28100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.050000190734863,5.050000190734863,4.760000228881836,4.980000019073486,19500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,5.050000190734863,5.050000190734863,4.769999980926514,4.769999980926514,12300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,4.849999904632568,4.96999979019165,4.760000228881836,4.820000171661377,21800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,4.889999866485596,4.889999866485596,4.650000095367432,4.670000076293945,15800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,4.489999771118164,4.579999923706055,4.239999771118164,4.329999923706055,34200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,4.260000228881836,4.340000152587891,4.210000038146973,4.329999923706055,10500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,4.21999979019165,4.769999980926514,4.039999961853027,4.320000171661377,82200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,4.389999866485596,4.769999980926514,4.139999866485596,4.559999942779541,11800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,4.510000228881836,4.789999961853027,4.360000133514404,4.360000133514404,28600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,4.489999771118164,4.5,4.130000114440918,4.170000076293945,17800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,4.269999980926514,4.380000114440918,4.170000076293945,4.320000171661377,8400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,4.28000020980835,4.429999828338623,4.21999979019165,4.389999866485596,9300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,4.489999771118164,4.489999771118164,4.170000076293945,4.25,5400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,4.260000228881836,4.360000133514404,4.099999904632568,4.360000133514404,10800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,4.489999771118164,5.0,4.489999771118164,4.639999866485596,42400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,4.659999847412109,4.860000133514404,4.5,4.639999866485596,2800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,4.699999809265137,4.889999866485596,4.550000190734863,4.820000171661377,38900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,4.800000190734863,4.800000190734863,4.5,4.670000076293945,9800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,4.570000171661377,4.670000076293945,4.5,4.630000114440918,3700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,4.5,4.5,4.070000171661377,4.320000171661377,8400.0,,,,,,,,,,
