Date,Open,High,Low,Close,Volume,"('Adj Close', 'WYNN')","('Close', 'WYNN')","('High', 'WYNN')","('Low', 'WYNN')","('Open', 'WYNN')","('Volume', 'WYNN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,90.83000183105467,95.68000030517578,90.68000030517578,94.5999984741211,3013600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,93.69000244140624,95.5199966430664,92.33999633789062,94.02999877929688,2369100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,93.68000030517578,94.8000030517578,93.13999938964844,94.20999908447266,1694100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,94.0,96.52999877929688,93.66999816894533,95.6500015258789,2534700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,95.41000366210938,97.6500015258789,94.54000091552734,97.0500030517578,1441700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,95.7300033569336,96.51000213623048,94.8499984741211,95.26000213623048,1803300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,94.91999816894533,95.0,93.30999755859376,93.62999725341795,1683500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,93.6500015258789,94.22000122070312,91.6500015258789,93.9000015258789,1871000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,93.87000274658205,96.36000061035156,93.87000274658205,94.11000061035156,1913700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,93.41999816894533,94.87999725341795,93.0999984741211,94.55999755859376,1452300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,92.4499969482422,92.73999786376952,90.41999816894533,91.16000366210938,2588000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,91.6999969482422,94.12999725341795,91.63999938964844,94.0999984741211,2193200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,94.2699966430664,94.2699966430664,91.86000061035156,94.2300033569336,2050400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,94.0,94.0,92.0,92.06999969482422,2248200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,93.01000213623048,94.02999877929688,92.3000030517578,93.11000061035156,1340200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,94.56999969482422,95.9800033569336,94.12000274658205,94.29000091552734,2318700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,96.13999938964844,96.97000122070312,94.7699966430664,96.41000366210938,2568600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,96.12999725341795,96.91000366210938,95.27999877929688,96.7300033569336,1465200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,96.66000366210938,97.33000183105467,95.36000061035156,97.05999755859376,1261800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,96.05999755859376,96.16999816894533,94.5,94.98999786376952,1388400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,94.5500030517578,96.12000274658205,93.36000061035156,94.43000030517578,1583000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,96.25,98.5,96.04000091552734,97.29000091552734,1942200.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,96.58999633789062,97.52999877929688,95.80999755859376,96.97000122070312,1225200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,96.69000244140624,98.1999969482422,95.7699966430664,97.48999786376952,1547900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,98.5999984741211,100.36000061035156,98.01000213623048,100.05999755859376,2488000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,100.5999984741211,101.06999969482422,99.16000366210938,99.83000183105467,3627500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,104.26000213623048,108.76000213623048,103.91999816894533,106.11000061035156,6472400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,106.5,106.88999938964844,104.26000213623048,105.5999984741211,2492000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,105.5999984741211,106.13999938964844,104.51000213623048,105.72000122070312,1866300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,103.66999816894533,104.95999908447266,102.68000030517578,104.1999969482422,1724400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,105.1999969482422,105.86000061035156,104.19000244140624,105.20999908447266,1535800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,105.27999877929688,105.83999633789062,104.7300033569336,105.7300033569336,1377300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,105.0,106.3000030517578,104.5,105.12999725341795,1255200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,104.41999816894533,104.45999908447266,100.3499984741211,103.2300033569336,2487300.0,,,,,,,,,,
