Date,Open,High,Low,Close,Volume,"('Adj Close', 'BPTH')","('Close', 'BPTH')","('High', 'BPTH')","('Low', 'BPTH')","('Open', 'BPTH')","('Volume', 'BPTH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,9.199999809265137,10.199999809265137,9.199999809265137,9.800000190734863,3235.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,9.600000381469728,10.0,9.399999618530272,9.800000190734863,1675.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,9.800000190734863,10.0,9.600000381469728,10.0,680.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,10.199999809265137,11.0,9.399999618530272,11.0,6910.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,11.0,11.0,10.199999809265137,10.600000381469728,3220.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,10.600000381469728,10.800000190734863,10.199999809265137,10.600000381469728,5625.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,10.800000190734863,12.0,10.800000190734863,11.199999809265137,12455.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,11.399999618530272,11.600000381469728,10.199999809265137,10.199999809265137,6035.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,10.199999809265137,10.600000381469728,10.0,10.0,6380.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,10.600000381469728,10.800000190734863,9.199999809265137,9.199999809265137,1975.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,9.800000190734863,9.800000190734863,8.600000381469727,8.600000381469727,1015.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,8.600000381469727,8.600000381469727,7.800000190734863,8.399999618530273,4620.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,8.199999809265137,8.600000381469727,8.0,8.199999809265137,8615.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,8.399999618530273,8.800000190734863,7.599999904632568,8.199999809265137,3235.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,8.800000190734863,8.800000190734863,8.0,8.199999809265137,2260.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,8.199999809265137,9.199999809265137,8.0,9.0,7440.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,9.199999809265137,9.399999618530272,9.0,9.199999809265137,3140.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,9.199999809265137,9.399999618530272,8.399999618530273,9.399999618530272,5035.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,9.600000381469728,9.600000381469728,8.399999618530273,8.800000190734863,4040.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,8.600000381469727,9.399999618530272,8.399999618530273,8.600000381469727,2760.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,8.199999809265137,8.800000190734863,8.199999809265137,8.199999809265137,4375.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,8.600000381469727,9.199999809265137,8.600000381469727,8.600000381469727,3010.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,8.600000381469727,9.0,8.199999809265137,8.399999618530273,2140.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,8.399999618530273,8.800000190734863,8.399999618530273,8.600000381469727,1540.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,8.600000381469727,9.800000190734863,8.199999809265137,9.399999618530272,11315.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,9.399999618530272,9.800000190734863,8.800000190734863,9.199999809265137,6690.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,9.199999809265137,10.0,8.800000190734863,9.0,4920.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,8.800000190734863,9.399999618530272,8.199999809265137,9.0,5125.0,,,,,,,,,,
