Date,Open,High,Low,Close,Volume,"('Adj Close', 'EXPO')","('Close', 'EXPO')","('High', 'EXPO')","('Low', 'EXPO')","('Open', 'EXPO')","('Volume', 'EXPO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,87.54000091552734,91.30999755859376,87.33999633789062,90.91000366210938,493200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,90.51000213623048,90.88999938964844,85.58999633789062,85.7300033569336,396500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,86.11000061035156,87.51000213623047,85.62000274658203,86.4800033569336,416400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,85.70999908447266,86.70999908447266,85.41000366210938,86.33000183105469,299600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,86.5,89.58999633789062,86.5,89.31999969482422,303700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,87.98999786376953,90.22000122070312,87.86000061035156,89.12999725341797,261600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,88.83000183105469,89.18000030517578,87.33000183105469,87.79000091552734,212200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,87.66999816894531,89.7300033569336,87.5,89.62000274658203,278300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,90.56999969482422,91.91999816894533,90.20999908447266,91.81999969482422,232200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,90.87999725341795,91.91999816894533,89.9800033569336,90.13999938964844,385200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,88.9800033569336,90.16000366210938,88.4800033569336,88.75,278800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,88.87000274658203,89.55000305175781,88.33000183105469,89.33999633789062,273800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,89.77999877929688,89.77999877929688,88.36000061035156,89.23999786376953,209200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,89.86000061035156,90.37999725341795,89.44000244140625,90.20999908447266,216100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,91.0,92.33000183105467,89.69000244140625,91.01000213623048,479000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,92.04000091552734,92.04000091552734,88.22000122070312,88.26000213623047,273800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,89.44000244140625,89.44000244140625,87.98999786376953,88.66000366210938,294100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,89.18000030517578,89.86000061035156,88.62999725341797,88.62999725341797,168000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,88.5999984741211,90.54000091552734,88.08000183105469,90.52999877929688,246600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,90.16999816894533,91.5999984741211,89.70999908447266,91.08000183105467,260800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,90.33999633789062,91.4800033569336,87.83000183105469,88.19000244140625,435100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,88.63999938964844,90.08999633789062,87.97000122070312,89.93000030517578,701700.0,,,,,,,,,,
