Date,Open,High,Low,Close,Volume,"('Adj Close', 'NBY')","('Close', 'NBY')","('High', 'NBY')","('Low', 'NBY')","('Open', 'NBY')","('Volume', 'NBY')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,7.699999809265137,7.699999809265137,6.650000095367432,6.650000095367432,37114.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.650000095367432,7.0,6.300000190734863,6.300000190734863,51129.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.300000190734863,6.650000095367432,5.949999809265137,6.300000190734863,29511.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,5.949999809265137,6.650000095367432,5.949999809265137,6.300000190734863,44500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.300000190734863,7.0,5.25,6.300000190734863,100109.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,7.0,8.399999618530273,6.650000095367432,6.650000095367432,563237.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.650000095367432,7.0,5.599999904632568,6.300000190734863,114877.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.300000190734863,6.300000190734863,5.599999904632568,5.949999809265137,62989.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,5.949999809265137,6.300000190734863,5.599999904632568,5.949999809265137,35411.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.949999809265137,5.949999809265137,5.25,5.599999904632568,34877.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.599999904632568,5.949999809265137,5.599999904632568,5.599999904632568,38691.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.599999904632568,5.599999904632568,5.25,5.25,36197.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.25,5.599999904632568,4.900000095367432,5.599999904632568,22223.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.25,5.599999904632568,5.25,5.599999904632568,9420.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.25,5.599999904632568,5.25,5.599999904632568,14577.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.599999904632568,5.599999904632568,5.25,5.25,9069.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.599999904632568,5.599999904632568,5.25,5.25,10740.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.599999904632568,5.949999809265137,5.599999904632568,5.599999904632568,256986.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,6.650000095367432,7.0,5.599999904632568,6.300000190734863,1209943.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.949999809265137,6.300000190734863,5.599999904632568,5.599999904632568,248520.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.599999904632568,6.650000095367432,5.25,5.949999809265137,442969.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,6.300000190734863,6.300000190734863,5.599999904632568,5.599999904632568,266489.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,5.599999904632568,5.599999904632568,5.25,5.599999904632568,89214.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,5.599999904632568,5.599999904632568,5.25,5.25,108540.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,5.25,5.25,4.550000190734863,4.550000190734863,125651.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,4.550000190734863,4.550000190734863,4.199999809265137,4.550000190734863,83151.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,4.550000190734863,4.900000095367432,4.550000190734863,4.900000095367432,64449.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,4.900000095367432,5.599999904632568,4.900000095367432,5.25,101560.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,5.25,5.25,4.900000095367432,4.900000095367432,66683.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,4.900000095367432,4.900000095367432,4.550000190734863,4.900000095367432,25763.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,4.900000095367432,5.599999904632568,4.900000095367432,5.25,61326.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,5.25,5.599999904632568,4.900000095367432,5.599999904632568,99831.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,5.599999904632568,5.949999809265137,5.25,5.949999809265137,90071.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,5.949999809265137,5.949999809265137,5.25,5.599999904632568,56814.0,,,,,,,,,,
