Date,Open,High,Low,Close,Volume,"('Adj Close', 'WRLD')","('Close', 'WRLD')","('High', 'WRLD')","('Low', 'WRLD')","('Open', 'WRLD')","('Volume', 'WRLD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,130.42999267578125,131.41000366210938,126.62000274658205,128.6199951171875,47400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,128.41000366210938,130.17999267578125,126.0999984741211,127.41999816894533,30400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,128.05999755859375,129.66000366210938,126.61000061035156,127.38999938964844,33800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,125.87999725341795,130.0,125.87999725341795,127.77999877929688,40800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,129.5399932861328,131.61000061035156,128.5,130.9199981689453,30100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,129.66000366210938,132.0,128.25,131.3300018310547,45100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,131.50999450683594,133.9600067138672,129.61000061035156,131.8300018310547,40300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,130.3699951171875,130.3699951171875,126.86000061035156,127.77999877929688,53500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,129.9199981689453,130.9499969482422,126.27999877929688,127.41999816894533,38700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,126.36000061035156,127.5500030517578,124.8000030517578,127.2300033569336,41000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,125.6999969482422,126.9000015258789,122.52999877929688,126.6500015258789,34500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,126.83999633789062,129.25,121.02999877929688,121.61000061035156,68200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,128.61000061035156,146.38999938964844,128.30999755859375,142.6699981689453,140300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,142.77999877929688,148.9600067138672,136.1300048828125,141.69000244140625,79100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,143.92999267578125,143.92999267578125,138.4600067138672,142.13999938964844,60700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,144.7899932861328,144.88999938964844,139.75999450683594,140.24000549316406,49300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,143.74000549316406,143.74000549316406,138.19000244140625,138.27999877929688,42400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,140.1199951171875,140.52000427246094,136.25,139.27999877929688,40500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,140.27000427246094,143.6699981689453,137.72000122070312,142.9499969482422,36800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,142.74000549316406,142.74000549316406,137.75,138.22999572753906,35200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,137.5,139.27999877929688,131.27999877929688,131.30999755859375,39700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,131.41000366210938,135.6699981689453,130.5500030517578,135.3300018310547,50400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,132.8300018310547,134.50999450683594,131.85000610351562,132.4499969482422,42500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,130.22000122070312,132.67999267578125,127.88999938964844,131.39999389648438,84600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,131.39999389648438,134.16000366210938,130.8800048828125,132.05999755859375,47000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,131.74000549316406,131.74000549316406,128.05999755859375,128.0800018310547,25000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,129.44000244140625,131.00999450683594,128.5500030517578,130.2100067138672,41200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,130.1199951171875,132.27999877929688,129.0,130.77999877929688,25700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,134.22000122070312,136.60000610351562,133.35000610351562,134.6999969482422,46400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,129.83999633789062,134.22999572753906,128.9600067138672,132.3800048828125,70800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,134.0800018310547,134.88999938964844,131.91000366210938,133.86000061035156,62700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,135.3800048828125,139.16000366210938,134.10000610351562,136.86000061035156,43300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,135.47000122070312,136.4600067138672,127.04000091552734,127.63999938964844,52400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,125.29000091552734,128.80999755859375,124.48999786376952,126.37999725341795,43200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,125.66999816894533,125.76000213623048,121.0500030517578,122.72000122070312,39300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,122.25,125.97000122070312,121.4800033569336,125.48999786376952,49000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,128.3699951171875,132.7100067138672,125.5500030517578,129.82000732421875,44300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,129.82000732421875,130.1199951171875,117.41000366210938,118.58999633789062,91500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,120.69000244140624,122.56999969482422,119.0999984741211,121.91000366210938,51900.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,121.4000015258789,123.02999877929688,119.56999969482422,119.62999725341795,37200.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,122.37999725341795,122.51000213623048,118.66000366210938,119.76000213623048,51700.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,119.0999984741211,123.87999725341795,118.61000061035156,122.98999786376952,49400.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,122.38999938964844,123.08000183105467,120.3000030517578,122.58999633789062,59400.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,122.4800033569336,123.75,121.91000366210938,123.08999633789062,35000.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,125.11000061035156,126.47000122070312,123.66000366210938,125.9800033569336,57000.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,126.0500030517578,129.5399932861328,126.0,129.5399932861328,28300.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,131.32000732421875,133.14999389648438,130.8300018310547,131.22000122070312,42600.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,131.2100067138672,132.6999969482422,129.22999572753906,129.72999572753906,49700.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,130.69000244140625,132.19000244140625,129.61000061035156,131.82000732421875,38700.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,132.66000366210938,134.27999877929688,130.36000061035156,130.97000122070312,58900.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,128.58999633789062,128.58999633789062,125.83999633789062,126.80999755859376,36000.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,125.33000183105467,127.61000061035156,125.33000183105467,127.45999908447266,65800.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,126.91999816894533,131.00999450683594,126.5,129.47000122070312,43300.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,128.63999938964844,133.22000122070312,128.63999938964844,133.22000122070312,28000.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,132.0,137.77999877929688,130.35000610351562,136.74000549316406,40400.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,136.82000732421875,140.5500030517578,136.82000732421875,138.4600067138672,40100.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,139.42999267578125,139.42999267578125,134.58999633789062,136.8000030517578,21800.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,137.1199951171875,137.49000549316406,135.17999267578125,136.92999267578125,23000.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,136.92999267578125,138.6699981689453,135.9499969482422,137.4600067138672,18300.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,138.5800018310547,144.91000366210938,138.5800018310547,144.91000366210938,40900.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,144.0399932861328,146.22000122070312,143.00999450683594,144.97999572753906,55400.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,143.27999877929688,143.27999877929688,138.69000244140625,138.9499969482422,28100.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,136.91000366210938,138.85000610351562,136.91000366210938,138.80999755859375,42400.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,137.97000122070312,141.61000061035156,137.97000122070312,140.27999877929688,40600.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,138.99000549316406,141.4600067138672,136.7100067138672,137.1300048828125,39100.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,135.2100067138672,139.61000061035156,134.6300048828125,139.32000732421875,39900.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,142.63999938964844,142.63999938964844,139.11000061035156,141.74000549316406,29000.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,143.1999969482422,144.13999938964844,141.02000427246094,142.1699981689453,39100.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,138.1300048828125,138.97999572753906,136.3800048828125,136.3800048828125,68900.0,,,,,,,,,,
